ptl1,ptl2,ptb1,ptb2,mll,mbb,mllbb,mR,mTR,MET,THT
162.96,140.49,312.99,94.37,116.292,119.823,810.828,896.378,1123.99,2360.35,2480.12
1047.14,135,177.33,168.15,67.3431,119.859,973.867,1553.02,1290.53,1217.5,345.48
220.57,102.17,649.35,66.47,98.9306,178.668,1025.32,1159,608.12,472.83,1337.71
321.27,155.08,228.73,76.74,91.9352,72.9506,613.26,983.296,753.511,741.99,451.69
139.59,71.25,672.23,40.24,70.6603,122.063,723.355,1016.32,748.761,687.34,712.47
986.29,84.56,349.34,218.13,87.5126,175.208,2451.07,2533.65,675.987,743.84,4925.81
376.2,257.97,199.56,122.57,90.7757,117.368,1104.36,1152.24,436.136,303.59,386.97
256.56,202.49,523.61,113.3,90.0127,124.067,1501.48,1589.5,851.418,1026.74,1424.11
461.53,146.63,493.01,77.65,91.195,126.562,1305.82,1389.53,380.906,206.43,996.85
265.6,160.59,462.28,165.1,91.296,117.55,893.727,1105.16,909.863,1011.68,1194.47
318.88,132.69,262.12,261.29,88.472,116.522,919.489,988.432,849.114,1132.07,1458.54
172.9,54.84,208.33,81.25,95.1333,143.921,402.573,528.867,455.209,946.43,1850.59
276.86,237.7,211.79,149.13,90.639,93.3644,724.755,911.678,599.631,608.06,1032.41
490.46,145.37,259.35,142.23,97.6646,116.763,872.341,1056.01,697.528,598.43,401.58
783.4,462.44,634.94,75.7,90.3474,123.276,3338.06,3381.39,749.621,461.08,1651.64
530.6,522.4,672.71,87.19,91.0591,126.352,1770.1,1822.02,689.264,424.64,759.9
224.87,194.83,119.52,90.94,89.7228,110.958,324.915,667.665,534.185,483.42,330.26
377.08,29.19,298,169.15,88.1924,92.8401,303.815,899.256,781.503,740.58,876.01
169.55,106.93,212.49,172.06,109.902,110.875,1158.47,1293.46,578.584,547.82,558.31
234.84,60.46,462.54,30.41,83.2308,111.247,755.292,809.948,492.433,955.43,1785.1
457.34,270.84,266.5,35.5,91.4604,62.7508,852.075,1046.88,718.467,633.17,426.7
1384.41,504.48,207,204.43,87.9638,125.002,2240.02,2749.43,1673.97,1455.15,862.7
482.79,282.04,194.81,71.22,98.6672,109.962,1018.37,1276.68,828.068,764.3,266.03
349.85,11.44,644.75,72.49,95.01,120.299,1100.18,1165.53,513.645,364.4,717.24
125.46,21.71,182.65,38.44,81.7489,61.2642,363.46,377.962,261.067,308.91,854.44
362.7,19.9,207.83,100.09,91.6221,106.848,767.047,1017.23,579.32,543.33,759.74
536.2,430.71,266.44,34.82,58.8238,88.1685,1432.78,1714.94,980.998,881.13,463.55
123.84,79.23,161.97,161.46,91.1146,101.884,552.901,572.428,38.6181,6.72,558.05
428.37,166.52,92.74,62.6,82.3598,99.56,646.8,856.394,608.261,576.77,216.49
363.65,147.09,502.08,79.39,95.2177,122.756,816.045,1159.04,631.516,637.01,1721.9
245.2,49.02,470.55,117.62,93.6891,122.927,1094.1,1154.45,519.38,438.25,644.92
274.43,159.18,352.57,137.03,90.2207,119.146,1165.5,1182.03,303.323,166.7,536.68
403.36,241.98,289.27,225.24,93.6799,105.638,1175.07,1181.9,315.073,155.21,586.82
416.44,263.5,379.13,153.91,88.4638,123.552,1316.05,1330.31,433.161,270.26,604.23
399.93,196.23,679.36,32.22,87.7593,371.811,852.703,1497.3,133.463,554.46,2683.13
131.1,28.88,101.26,55.23,91.5213,115.627,307.494,367.816,229.799,235.96,197.19
683.42,480.62,108.26,103.14,86.3342,102.093,765.854,1380.06,1206.52,1165.16,211.4
799.62,527.44,344.82,101.54,90.3283,95.9923,1829.11,2150.52,1278.24,1128.6,446.36
631.94,490.77,555.96,65.95,89.7175,157.388,2171.46,2243.44,857.827,638.63,859.76
170.07,23.91,84.74,44.97,92.3514,123.949,300.417,354.723,227.834,418.37,563.46
381.31,154.42,291.19,69.17,91.069,101.335,671.428,928.744,694.822,636.58,407.02
235.15,222.99,122.27,57.83,98.3502,53.1279,353.967,709.776,632.928,647.14,180.1
249.36,241.33,252.03,121.98,91.4924,86.4489,709.166,944.146,660.732,589.11,414.34
662.91,165.4,463.37,41.87,84.7245,85.3507,1160.61,1337.9,803.565,648.46,505.24
321.72,63,499.64,117.79,92.5268,125.877,637.621,1097.11,954.506,965.41,671.2
493.68,115.77,145.76,104.4,91.091,120.54,466.334,960.748,849.311,850.66,250.16
543,65.95,228.02,185.5,90.8427,124.905,950.532,1120.45,674.503,567.21,471.24
178.89,34.52,338.62,165.9,79.824,123.569,520.834,753.074,570.116,527.54,576.95
363.44,319.95,257.32,125.3,89.8478,86.1004,686.565,1079.41,751.584,597.41,633.69
500.54,315.31,345.69,115.64,86.1194,114.435,1733.61,1850.28,1089.58,1240.25,1603.15
231.95,181.68,247.74,49.76,87.7403,89.635,394.024,789.87,695.675,796.55,840.2
136.87,45.19,158.68,110.02,92.7904,114.834,488.644,570.629,315.955,280.98,372.56
119.57,103.31,133.19,85.68,91.7123,121.882,424.583,481.005,257.567,202.93,289.64
359.46,326.21,180.88,104.25,92.7928,98.4943,500.854,978.229,843.644,796.17,285.13
276.01,27.5,590.94,99.75,91.3448,110.999,918.5,1000.57,515.907,387.57,690.69
448.45,73.36,70.79,64.93,92.5461,92.3883,506.402,677.836,289.67,439.36,940
359.95,304.98,495.76,72.64,81.7247,122.815,1559.89,1685.09,552.017,327.26,911.82
620.34,41.78,69.88,46.37,90.4703,112.969,510.221,851.293,773.054,931.13,788.65
385.04,347.52,436.54,49.83,94.6704,124.857,1277.29,1397.32,669.026,509.71,575.78
292.53,286.91,144.43,76.48,89.7022,108.916,745.341,895.67,578.67,532.34,270.88
338.83,265.51,217.91,173.93,89.4592,120.401,777.832,1211.15,998.426,1048.03,639.32
