ptl1,ptl2,ptb1,ptb2,mll,mbb,mllbb,mR,mTR,MET,THT
398.74,262.32,704.78,39.8,91.6974,108.604,1389.03,1938.33,1642.17,2124.49,2018.83
1386.13,594.75,363.6,42.87,80.9847,106.85,3240.72,3711.03,1983.84,1877.33,406.47
200.39,136.59,305.01,144.24,92.0308,112.706,459.17,837.52,741.021,751.27,724.5
386.78,253.96,1264.25,513.22,90.2752,2023.75,2772.4,3144.91,1604.36,1616.18,1968.65
850.37,437.94,56.48,50.47,90.9435,41.8083,2322.73,2706.18,1312.85,1530.03,1380.51
1156.15,813.74,605.25,127.91,90.4257,207.115,1865,2743.03,2093.58,1892.04,1195.83
1727.71,1185.16,2867.54,35.24,85.966,1698.56,5851.1,6402.68,2572.11,1686.65,4812.24
2004.31,1121.67,77.38,33.13,91.9438,66.0176,1364.77,3320.49,2553.48,2127.99,1282.16
1846.64,427.67,1027.69,72.77,90.2386,307.291,2579.21,3444.19,1925.29,1355.04,3433.8
236.4,229.71,244.17,114.76,89.2846,73.6905,1118.02,1226.5,582.575,514.35,398.21
1212.97,395.28,254.28,166.71,88.0773,110.595,1233.74,2195.82,1860.37,1800.5,420.99
613.31,39.19,518.66,63.95,113.23,237.27,1113.53,1521.85,1471.64,2321.73,4911.74
764.11,219.41,307.32,261.98,91.4875,123.935,2233.98,2345.82,1026.98,935.04,789.51
1582.76,1543.97,257.8,179.02,83.9599,115.859,1793.35,3578.11,3030.99,2768.66,871.15
673.65,192.98,505.09,101.09,91.4899,109.74,1826.86,2306.24,1043.85,794.96,1358.83
1066.23,98.66,301.02,292.28,86.0892,141.055,1062.71,2045.83,1716.68,1683.88,694.79
1118.84,308.81,493.31,75.01,90.0409,113.271,1273.85,2316.69,1970.74,1981.19,568.32
929.1,243.87,806.95,42.23,91.0007,264.081,1783.45,2059.44,1158.24,990.04,1919.02
902.42,535.86,175.63,129.26,112.34,106.13,3046.72,3260.61,1073.26,799.91,764.56
1655.04,1209.93,539.32,85.78,90.0522,122.241,2010.09,3817.09,2627.96,2100.34,2146.19
1585.08,1254.55,2151.56,1205.37,91.9691,754.382,6332.04,6389.83,1837.91,961.88,3532.28
208.74,161.93,178.03,147.69,91.5519,128.046,2033.41,2051.82,380.276,308.08,383.03
885.51,182.68,260.01,211.09,90.1708,124.485,3667.58,3859.25,1262.49,1170.88,507.62
1589.53,1207.65,189.21,113.4,92.9041,122.207,665.562,3149.17,3119.05,3161.51,437.87
431.03,300.78,1465.65,187.82,90.8273,293.595,1139.13,2423.79,2291.57,2333,1863.12
1120.98,462.2,884.42,66.96,89.6428,124.255,2833,3002.18,922.177,572.16,1833.54
1226.18,482.66,222.02,129.63,93.2192,94.3793,1604.77,2265.4,1713.11,1610.62,448.8
1700.92,291.41,1014.18,146.07,90.1694,244.327,2978.8,4018.91,2688.2,2474.29,1604.46
1180.26,253.51,306.1,97.61,89.1623,112.157,2354.07,2873.69,1659.18,1583.77,543.45
1616.67,517.57,231.27,101.67,87.7118,108.678,1518.21,2573.07,2178.66,2091.72,365.22
453.96,303.56,531.14,39.01,86.5995,115.791,1241.7,1330.9,594.432,394.6,703.39
1420.73,355.32,657.26,193.49,88.704,261.478,2200.07,3143.4,2621.97,2843.1,1484.84
335.32,241.86,291.04,178.2,93.6431,117.525,1725.96,1999.39,1133.35,1360.51,1356.63
698.97,139.38,895.92,57.88,87.9243,2462.47,4961.24,5188.04,1388.96,1287.42,1785.43
491.52,464.28,262.05,45.14,89.5373,116.164,846.621,1517.11,1373.5,1500.66,931.71
937.21,528.56,212.61,161.26,90.1562,98.1373,1081.53,1963.3,1716.8,1698.46,426.1
356.61,305.84,994.95,51.02,87.3867,128.097,533.853,1764,1651.65,1612.44,1131.55
859.01,280.45,1881.58,233.54,93.514,500.223,3563.76,4142.16,2305.96,1987.54,2497.21
