ptl1,ptl2,ptb1,ptb2,mll,mbb,mllbb,mR,mTR,MET,THT
429.64,155.51,131.5,99.56,87.3211,105.516,575.195,835.611,719.735,745.1,477.86
1052.25,585.72,1027.38,357.79,92.7228,319.241,3137.34,3154.35,1080.61,751.42,2080.68
541.84,494.18,440.8,159.65,90.3729,121.588,2391.72,2644.23,1662.15,2056.1,1832.62
868.11,653.91,307.24,71.51,91.1609,117.424,1515.29,2205.66,1670.4,1594.04,465.78
1135.32,1101.33,496.16,112.53,98.0937,108.853,1537.29,3093.43,2649.37,2547.24,974.46
1295.03,564.63,319.06,111.43,90.9518,119.696,1297.86,2512.4,2177.41,2141.37,559.48
1779.56,414.62,471.37,79.8,90.2978,101.737,2355.69,3042.64,1879.91,1603.32,1623.67
934.86,510.43,503.67,84.92,91.3284,107.725,1471.11,2061.31,1505.74,1306.45,765.52
852.35,421.93,779.59,32.52,91.2982,112.065,1532.61,2225.29,1593.49,1391.2,1263.01
264,107.02,259.37,221.31,93.6702,101.023,817.192,892.95,472.677,372.2,480.68
1552.69,354.18,256.51,96.68,93.4221,114.318,829.067,2400.63,2252.43,2249.66,383.73
721.78,630.97,565.6,58.79,93.927,109.387,558.367,2004.83,1977.11,2003.78,681.44
1308.95,1045.18,451.01,108.76,91.7013,101.097,2048.6,2924.72,2013.4,1627.01,1435.45
1067.41,205.53,623.1,70.01,92.0607,114.652,744.902,2000.74,1934.88,1965.81,901.34
1572.74,584.44,298.12,109.77,92.236,119.748,849.971,2609.74,2515.15,2519.86,441.65
637.09,507.79,505.09,34.76,88.5643,112.239,842.507,1821.26,1651.27,1656.54,591.17
927.49,621.14,759.25,51.64,93.4801,112.305,1159.45,2395.64,1930.46,1770.65,2047.05
550.37,327.77,1087.63,60.17,90.0628,184.719,1427,2054.83,1701.93,1656.98,1464.99
959.74,368.86,570.46,108.73,92.9902,121.771,3239,3358.12,1048.31,801.1,1286.08
759.65,273.04,1433.54,104.08,89.0727,965.342,3834.81,3900.68,1265.97,979.37,1874.79
816.9,778.02,606.4,69,88.514,371.168,2587.81,2922.58,1501.67,1273.7,780.17
795.12,701.61,1220.03,32.38,88.8787,1117.24,3105.78,3175.76,753.129,371.49,2017.89
