ptl1,ptl2,ptb1,ptb2,mll,mbb,mllbb,mR,mTR,MET,THT
896.3,851.52,310.93,32.89,90.2686,119.26,878.528,2252.06,2091.23,2102.55,343.82
327.81,204.13,130.52,118.05,91.003,112.303,421.891,855.784,773.37,791.11,248.57
1629.08,1517.88,424.91,31.14,91.2849,74.4687,3253.08,4253.21,2954.95,2753.65,456.05
1658.42,279.93,1531.69,56.08,94.429,262.37,4294.55,4850.78,2641.79,2423.18,1917.02
721.43,452.71,203.18,40.07,88.8541,89.4807,732.744,1556.16,1454.32,1529.81,759.9
507.48,342.82,215.55,87.4,89.8363,107.949,1185.76,1381.46,806.497,701.15,302.95
923.24,153.26,836.42,45.21,90.3448,104.491,2605.38,3243.1,2032.19,2259.89,2073.32
688.46,337.13,330.93,183.21,93.0143,121.07,3270.53,3321.71,1277.36,1612.7,1938.39
381.09,342.19,928.84,56.32,95.54,119.036,2656.44,2685.6,699.034,466.77,1033.21
1131.24,417.06,1479.1,138.07,90.3525,2093.85,3197.25,4258.92,2649.54,2479.31,2319.89
1294.25,549.89,1248.56,89.75,90.9868,216.312,2561.79,3290.48,2407.19,2213.23,1608.02
1610.59,357.26,315.84,110.89,80.65,109.876,1679.89,2600.04,2054.92,1931.46,426.73
1686.73,695.65,1447.59,101.46,87.753,1669.02,4725.18,4832.25,1702.74,1191.03,1617.2
1078.48,430.2,724.7,70.14,88.7097,117.443,1249.95,2313.6,1829.21,1591.27,1610.42
2336,344.51,2232.76,82.96,91.6535,1745.84,6353.94,6381.3,3103.08,3770.73,6339.47
1329.62,591.31,547.62,424.37,77.3369,1405.45,3235.44,4040.63,2577.63,2506.19,1058.36
488.19,477.31,356.76,139.47,90.2249,123.328,573.978,1474.24,1381.59,1357.45,496.23
1151.88,563.01,626.08,37.78,91.0884,120.04,3217.91,3925.23,2295.97,2283.92,698.41
159.73,137.27,657.46,46.43,91.3163,119.429,991.187,1380.65,695.9,497.37,1263.45
939.88,287.22,176.37,143.94,96.6566,101.948,2342.3,2765.54,1502.35,1519.72,646.74
1212.9,810.8,1304.95,231.2,94.9728,3056.53,5074.76,5327.28,2275.57,2125.12,2307.61
901.62,576.58,823.92,96.5,91.6381,225.914,1706.67,2718.07,2182.35,2115.43,920.42
824.24,298.66,1855.32,40.76,95.1229,300.537,2561.98,3253.24,2176.84,1954.18,2753.78
746.91,176.87,326.16,116,91.8326,117.055,3524.87,3768.55,1313.56,1280.86,521.46
1774.26,1580.92,249.98,142.75,90.777,87.3752,3253.54,4627.84,3468.29,3424.31,842.1
741.39,215.02,819.85,31.39,90.5571,112.965,2621.74,2643.7,585.535,320.08,851.24
597.91,232.68,455.16,134.02,89.9618,115.217,1433.28,1487.52,731.361,789.31,1468.41
2293.11,36.41,361.81,224.61,93.0994,120.239,1477.18,2985.46,3446.75,4349.97,2388.08
937.54,127.27,354.2,169.13,91.5635,110.011,417.595,1606.78,1610.81,1655.89,811.74
