ptl1,ptl2,ptb1,ptb2,mll,mbb,mllbb,mR,mTR,MET,THT
371.67,242.08,195.3,163.44,90.0065,116.389,2037.57,2238.37,927.78,913.63,397.83
913.96,110.58,300.26,133.1,90.3371,98.2396,1358.4,1628.62,1018.12,895.93,647.46
261.8,0.56,322.96,202.77,31.9332,114.756,2503.92,2621.06,823.938,878.29,597.02
667.68,260.13,493.77,186.71,70.0421,160.534,1701.23,2247.85,1168.25,891.23,1306.88
383.81,169.46,516.56,55.82,89.3037,117.134,1042.27,1129.97,567.618,444.63,966.15
313.25,111.75,965.96,325.1,78.2873,8276.95,8788.44,8838.18,1394.81,1970.32,1291.06
642.51,79.67,1187.73,80.6,91.9355,489.486,1475.67,2327.8,1831.21,1813.23,1586.74
949.76,596.21,1141.85,61.35,57.0266,527.495,2019.8,2845.14,1297.05,1112.46,3693.96
1141.81,420.35,376.74,64.77,89.6634,102.452,1291.55,2347.41,1949.08,1927.3,739
454.61,341.45,1019.41,34.04,80.8381,663.099,1937.6,2227,1286.01,1172.21,1260.59
2485.27,194.99,417.56,59.51,91.4946,106.347,5508.29,6260.48,3026,2989.67,531.51
867.54,312.95,256.57,237.62,88.3568,112.391,925.706,1762.68,1556.52,1532.16,494.19
423.61,128.09,327.38,41.76,92.3983,122.931,791.132,1107.12,762.721,696.22,617.82
584.45,384.25,373.76,139.84,92.623,127.358,1554.37,2127.35,1429.92,1399.02,669.84
462.94,335.56,222.68,106.86,90.1774,114.851,1798.29,1937.23,822.905,741.46,329.54
125.94,114.08,313.38,38.68,89.2399,93.2952,2489.48,2552.29,589.527,605.25,352.06
1008.05,113.63,698.5,68.38,89.0354,123.547,2228.6,2374.67,913.62,621.65,1471.66
1208.94,254.93,277.54,153.4,88.7777,126.967,926.68,2009.25,1225.38,837.94,1493.14
1665.67,958.17,259.64,133.16,96.6729,116.896,6501.62,7130.95,2708.93,2492.03,1087.45
389,343.85,282.77,86.61,91.9103,88.6337,1174.2,1229.71,534.28,391.27,399.84
502.46,474.01,406.58,106.68,94.6859,121.555,1416.34,1511.67,704.057,601.59,1638.6
675.46,430.23,1520.65,43.14,92.3119,204.444,2479.75,2673.48,1376.8,1038.18,1612.39
523.8,473.32,525.3,67.58,101.86,124.271,867.484,1758.36,1503.41,1451.83,625.05
461.44,422.85,238.34,80.84,89.6045,109.555,1464.34,1582.91,774.735,676.21,526.96
203.58,35.05,407.01,131.57,90.3187,124.757,349.748,828.719,759.924,767.87,538.58
828.7,308.3,158.15,134.02,99.986,88.548,917.161,1464.66,1226.79,1178.55,326.57
1121.45,553.52,558.37,45.91,90.9778,89.2915,2023.53,2288.52,1374.33,1130.77,723.59
676.94,469.97,655.95,360.64,92.0403,300.731,3289.82,3315.74,736.088,427.73,1106.16
483.4,138.99,1660.67,177.52,97.3384,333.627,1273.36,2590.73,2153.8,1993.18,2387.08
322.91,139.87,511.85,65.51,91.1094,122.157,647.635,1073.82,899.869,858.71,670.07
1700.13,286.48,431.09,86.35,92.9762,121.057,2054.41,2578.18,1813.94,1620.64,597.11
973.71,498.34,324.89,56.37,89.7664,76.2805,1800.03,2577.36,1838.62,1831.99,434.52
678.17,443.41,356.21,76.86,91.0075,114.774,1212.13,1938.48,1489.04,1446.61,504.13
851.36,83.9,449.46,116.62,90.7005,158.872,1947.65,2079.72,1330.69,1614.09,1997.15
314.69,3.8,103.42,89.52,96.3324,88.5096,546.431,567.168,275.363,292.95,516.22
598.85,292.07,404.25,82.04,89.3006,108.644,1422.31,1480.6,720.691,585.25,626.72
652.51,568.19,570.36,42.85,92.0895,100.896,509.408,1869.4,1830.82,1849.88,942.36
199.48,164.7,230.61,145.24,69.0756,123.113,800.287,1064.97,597.838,572.32,926.81
892.99,6.26,280.42,244,33.1235,111.943,803.161,1485.98,1320.35,1304.09,524.42
279,157.66,357.22,146.27,95.7965,124.031,993.433,1032.1,348.419,201.55,551.08
510.78,277.35,378.09,178.17,92.4261,126.332,1342.71,1891.98,1341.93,1349.23,556.26
437.41,96.34,213.51,146.04,89.8643,126.16,515.414,1008.53,912.293,948.59,533.53
3176.94,492.65,1280.55,292.68,90.7118,2329.91,5675.42,6269.98,3210.8,2808.28,1724.4
