ptl1,ptl2,ptb1,ptb2,mll,mbb,mllbb,mR,mTR,MET,THT
567.6,285.71,891.76,56.2,88.1461,852.087,1853.55,2548.93,1483.8,1352.11,1843.19
285.58,213.68,2262.54,49.89,92.6352,585.644,3023.69,3647.05,1967.35,1619.85,2773.81
478.83,155.89,1938.46,42.64,86.3423,301.533,1540,2748.83,2311.62,2195.44,2269.56
702.8,103.95,763.8,55.99,95.3734,121.935,1459.64,1862.21,1261.37,1145.66,819.79
1653.45,565.96,756.04,658.19,91.3064,1425.7,3943.57,4469.93,1946.81,1691.85,1868.11
1087.89,529.97,209.96,154.22,91.3278,136.055,1451.98,2075.42,1625.54,1525.91,364.18
776.71,135.37,2437.26,31.48,91.7543,489.884,2929.35,3412.22,1985.64,1595.9,3335.64
577.56,76.18,381.86,82.08,89.4523,211.5,1603.71,1637.89,795.591,1095.57,1535.78
846.66,807.42,252.33,143.02,92.0505,101.142,2137.16,2809.85,1946.94,1957.93,577.03
1018.04,869.88,592.04,36.23,90.474,120.865,1033.44,2526.57,2373.71,2338.87,628.27
1004.2,170.2,1494.67,242.2,95.2527,644.989,2960.34,3255.86,1760,1486.07,1960.55
637.52,146.71,888.96,127.7,90.7359,232.75,1845.58,1861.54,1010.99,1083.15,2596
1033.32,503.75,685.58,36.63,86.8566,107.977,1458.36,2541.52,2001.3,1847.36,1355.84
553.25,343.1,297.73,291.18,89.8801,126.534,5846.4,6027.1,1468.13,1470.18,679.04
224.5,29.17,231.95,148.26,89.5984,120.658,2325.74,2342.51,240.715,132.23,553.03
2066.28,202.22,365.44,224.41,87.7472,129.349,4144.54,5025.76,2862.6,2881.36,652.47
680.58,217.08,1694.29,926.15,84.4386,768.499,2767.24,3638.6,2674.36,2467.26,3031.96
539.37,311.04,322.1,84.62,96.9645,128.679,1039.47,1588.18,1315.46,1456.32,1685.21
953.09,155.9,426.19,114.98,90.1573,111.594,1581.47,1774.89,1010.3,835.93,892
1049.64,549.05,542.89,43.51,94.1413,97.4419,1245.77,2424.9,2098.42,2068.8,681.46
822.25,799.27,1237.1,68.55,88.2251,199.306,2887.43,3001.43,1208.16,780.59,1451.92
1348.1,208.78,356.05,150.65,69.2092,107.423,1901.68,2735.21,1645.19,1385.06,1554.61
869.86,117.41,1635.86,405.3,97.7019,469.052,2006.84,3069.17,2657.85,2662.94,2428.22
616.72,490.76,432.61,53.76,91.0865,106.055,3165.21,3439.51,1411,1358.71,568.85
747.75,167.66,2277.1,142.24,92.6046,1184.43,7578.21,7756.22,1838.04,1357.91,3402.99
629.69,98.92,793.85,34.57,90.1973,106.759,1670.46,1792.17,1032.62,1062.84,1309.31
285.06,80.5,1073.26,356.66,76.3025,1472.22,3053.11,3156.94,874.089,771.22,1429.92
659.19,328.2,555.27,84.62,89.3945,113.328,2956.27,2978.56,623.162,390.86,639.89
163.68,113.5,234.12,143.98,73.0061,106.207,1831.2,1840.05,337.025,277.95,421.74
1309.85,90.66,276.84,205.27,59.4257,99.5191,1162.49,2203.71,2105.65,2366.07,650.6
1655.81,261.58,186.33,164.42,88.6563,121.859,1406.24,2556.59,2152.73,2190.17,1471.34
347.34,259.89,886.65,49.45,98.9956,125.407,3168.36,3245.6,836.594,629.62,1072.21
1144.55,643.28,216.95,106.92,92.0267,89.9183,1615.12,2345.15,1877.39,1852.68,572.36
1335.65,910.86,143.39,81.66,89.4203,120.644,3179.57,3786.48,2172.23,2100.05,263.62
449.11,81.92,2716.27,334.49,91.0144,3257.08,3555.87,4806.1,3296.35,3352.19,3367.51
977.6,612.28,1100.65,93.71,88.9583,192.711,2445.37,2839.27,1840.16,1605.01,1473.99
950,498.7,533.36,69,92.2905,119.017,1226.07,2276.54,2002.61,2021.69,3286.74
1110.44,643.95,477.34,47.66,90.5085,115.171,1300.12,2283.23,2308.99,2612.84,1410.13
163.65,82.35,1679.64,416.47,89.9307,3201.88,5517.27,5670.45,1459.77,1524.61,2670.91
829.19,737.5,41.89,39.43,90.4678,93.1453,659.047,1705.1,1830.29,2129.89,730.53
834.43,116.02,186.31,76.25,89.9708,114.985,2787.64,3021.3,1168.48,1159.88,262.56
1063.95,161.17,504.42,103.52,90.7272,106.766,1862.87,1986.41,1437.2,1657.71,1598.54
357.19,187,946.05,30.35,87.6806,115.765,1300.47,1688.01,874.121,601.24,1519.59
1178.02,238.62,407.2,65.43,92.327,117.411,2350.31,2641.71,1363.77,1207.52,472.63
726.86,279.77,254.04,241.05,88.7613,110.617,1473.88,2073.61,1514.82,1562.94,728.2
544.76,234,715.41,43.31,89.9237,159.189,1547.91,1600.36,614.426,389.67,790
915.71,29.43,711.2,77.35,93.2213,1753.35,3192.51,3196.6,351.954,156.55,1361.72
301.23,97.68,1107.63,179,90.5848,729.364,2235.02,2407,1023.52,893.55,1404.2
755.6,435.74,108.09,97.5,91.5512,124.965,1063.03,1473.9,1089.76,997.36,271.61
253,189.94,389.66,131.62,60.9704,114.658,1030.65,1243.89,702.405,598.54,721.42
