ptl1,ptl2,ptb1,ptb2,mll,mbb,mllbb,mR,mTR,MET,THT
320.44,59.88,348.09,128.91,87.9125,124.178,843.505,877.245,426.273,336.81,594.96
165.1,20.38,189.34,72.2,77.2493,160.473,897.979,902.983,303.209,527.44,887.5
185.39,93.44,272.07,31.28,113.142,119.275,806.574,806.605,151.269,80.32,372.54
330.83,181.68,128.5,87.08,91.1554,109.389,658.382,785.238,488.189,415.26,215.58
188.26,182.71,154.78,39.16,94.7538,85.1666,711.667,770.264,350.668,296.07,193.94
121.54,51.29,125,44.39,112.298,92.6446,345.461,380.206,224.31,212.04,269.88
201.83,172.72,278.34,170.18,91.8297,98.1299,939.43,944.782,150.598,50.52,479.45
540.7,291.62,146.78,90.96,108.003,105.283,923.947,1096.52,679.018,556.88,403.43
183.11,126.47,254.96,39.41,92.76,121.279,611.373,694.533,304.371,202.67,435.97
128.27,90.2,214.05,56.73,91.7286,159.027,503.314,618.672,357.438,327.53,463.5
772.43,41.32,631.68,39.08,95.886,137.268,1952.03,1990.82,717.255,554.4,865.13
104.43,24.48,83.37,35.61,88.3204,109.57,448.118,486.321,221.683,257.39,444.66
218.44,80.39,218.23,139.37,90.158,125.197,674.953,719.22,315.625,234.75,778.72
136.62,60.85,256.92,180.4,90.3631,109.86,618.467,748.59,449.438,395.01,502.27
218.1,134.01,238.25,129.01,103.824,148.848,734.142,735.692,94.0801,25.54,367.26
660.97,192.21,316.13,254.42,90.6717,125.974,1426.92,1456.89,498.302,289.24,570.55
107.42,100.84,186.37,116.95,92.6206,118.861,550.71,597.794,271.669,371.51,913.3
154.6,149.17,98.94,65.22,88.9493,117.948,432.962,521.214,317.678,291.05,234.19
191.23,23.74,124.48,83.62,90.4534,111.572,906.005,915.009,257.932,314.09,1233.94
157.77,23.53,169.82,34.81,94.7972,88.4644,425.1,454.877,228.744,201.34,313.81
365.38,230.5,444.24,31.55,93.3773,113.341,1059.24,1091.54,562.108,479.67,764.94
111.51,4.16,171.73,109.67,94.3402,108.061,302.355,481.209,359.639,338.98,366.51
100.59,74.12,122.78,104.24,89.7552,115.962,401.963,447.349,328.095,397.21,436.94
193.64,22.51,73.9,41.67,92.3276,47.8101,235.109,389.949,329.241,340.41,115.57
120.73,96.17,60.23,35.6,91.0581,112.787,473.092,508.665,238.978,276.95,236.75
229.15,103.7,75.21,72.86,89.178,107.442,311.408,495.163,445.066,491.37,302.42
272.26,229.85,397.69,155.56,84.434,120.662,1102.31,1118.47,923.68,1722.28,2475.6
126.75,7.54,271.3,101.53,77.7725,109.362,496.766,559.608,279.368,210.34,445.41
180.27,11.51,151.72,59.04,90.8021,234.228,519.985,540.691,417.274,798.19,377.86
185.11,63.22,266.59,79.29,87.3156,114.397,529.799,618.043,415.123,382.97,379.04
153.55,75.85,146.6,135.39,88.9532,793.453,2050.79,2062.74,607.028,1550.26,2378.96
179.79,70.03,300.99,126.33,90.7611,115.703,702.981,762.284,272.734,178.13,671.55
318.9,77.53,244.86,36.71,91.8761,99.8468,768.059,788.107,264.063,171.55,721.36
109.63,90.01,185.09,56.58,91.387,120.832,717.333,718.622,204.851,183.17,407.39
199.97,11.61,102.47,88.09,76.9185,117.014,428.903,482.98,292.782,283.43,242.98
285.82,279.66,270.03,147.5,92.7975,117.359,1009.91,1067.96,403.241,256.47,1108.17
130.54,106.04,183.26,74.09,89.937,120.122,507.114,529.826,211.577,141.26,257.35
263.8,25.52,76.97,38.04,91.5949,101.871,404.834,475.337,258.427,230.16,155.18
331.82,94.89,202.66,48.44,75.76,80.1267,802.957,844.165,332.614,239.46,251.1
243.22,154.25,170.26,57.84,88.4753,122.934,615.17,659.729,309.081,230.83,228.1
163.12,76.7,277.28,86.2,89.3908,126.724,494.493,637.364,408.694,344.29,399.52
159.25,24.11,95.43,34.37,92.4466,102.414,423.082,473.934,239.654,221.6,129.8
178.93,62.05,75.74,55.59,80.5923,126.898,875.183,904.148,230.775,213.5,131.33
137.08,38.83,90.91,78.9,77.4657,121.113,360.869,366.7,111.444,72.87,199.9
338.79,267.78,241.36,139.94,88.0316,118.148,939.813,1011.15,544.039,440.25,473.39
100.72,54.02,100.56,65.98,91.0074,111.168,382.579,397.197,144.143,112.58,166.54
165.44,119.25,142.04,117.65,89.5135,81.9699,542.558,559.77,394.249,484.39,971.33
172.59,109.38,200.28,47.53,90.2258,113.078,626.601,637.719,237.63,178.98,303.48
142.54,98.51,130.84,38.16,91.4807,114.905,275.22,458.11,368.136,368.02,169
148.76,47.14,106.41,69.76,93.3624,91.3038,435.39,440.738,342.737,603.58,735.98
114.95,84.79,178.84,85.65,61.2878,110.135,450.506,615.171,427.619,428.69,264.49
272.59,209.69,195.28,58.58,100.406,117.176,1096.74,1137.42,400.878,715.4,1236.12
135.46,92.69,102,48.38,125.795,118.649,887.336,892.645,250.431,327.84,372.65
199.99,78.24,157.92,54.3,91.8914,127.241,361.718,525.728,389.347,371.09,212.22
490.97,118.17,347.2,40.43,89.2495,107.236,973.564,1010.11,516.631,427.14,525.06
119.46,114.32,130.36,71.97,90.856,115.007,517.94,563.669,248.976,202.11,202.33
298.49,117.92,1092.7,298.65,90.7258,585.047,1693.13,1962.37,1267.64,1227.38,1871.84
221.86,70.52,134.83,82.15,92.6765,111.01,476.791,522.144,490.405,701.08,790.35
164.21,18.03,304.73,138.2,91.3138,105.85,810.476,895.269,434.383,377.66,586.19
176.84,21.08,113.31,63.36,68.2183,118.289,564.469,647.846,415.785,503.75,252.59
175.4,123.42,257.82,89.25,79.2722,122.839,635.655,685.663,258.908,152.38,484.93
153.98,88.13,191.69,41.64,90.7004,95.3767,366.189,492.107,353.632,326.66,347.54
110.36,15.52,145.09,55.94,88.5146,66.5426,214.303,345.122,302.876,343.79,305.51
403.76,53.67,229.84,105.03,95.9847,115.903,742.914,846.439,488.029,404.26,334.87
265.23,263.37,121.24,38.1,90.3525,202.225,452.165,761.751,630.258,646.13,159.34
149.88,91.42,297.68,227.5,93.6418,122.119,819.187,866.895,327.379,208.44,613.01
109.1,69.09,108.41,66.84,89.6858,86.0627,411.635,425.937,242.207,279.52,449.66
505.4,80.53,228.86,202.3,94.3154,107.468,1033.62,1051.14,296.198,164.12,707.31
152.76,12.32,261.77,33.34,91.9028,111.45,421.392,522.422,343.907,319.99,295.11
121.33,60.92,301.51,35.99,101.535,99.3012,403.896,566.339,465.413,485.48,442.03
246.64,51.38,182.53,52.48,89.1591,99.1855,609.231,732.547,197.305,742.93,1650.08
300.43,111.64,55.97,38.86,85.9614,122.912,479.265,584.177,428.076,539.7,581.55
327.17,319.87,196.56,143.58,91.548,108.551,1014.39,1081.68,486.072,352.3,340.14
117.25,55.22,228.9,59.49,91.5974,94.9515,472.958,638.274,464.699,524.2,529.04
181.6,72.99,61.48,59.72,86.6821,85.3591,340.841,399.685,164.496,128.9,325.06
248.95,231.78,150.18,101.6,89.5829,122.626,725.248,869.198,544.709,496.11,251.78
154.43,95.16,111.46,94.46,87.5306,102.917,970.151,985.291,268.245,232.73,205.92
101.41,19,193.06,78.04,84.8491,124.21,384.554,452.246,245.187,203.12,308.78
453.08,107.69,280.97,178.35,92.0063,113.896,1082.04,1090.09,623.774,689.94,1076.78
215.89,156.95,182.71,88.68,90.8613,108.876,735.719,756.018,253.524,158.92,271.39
309.44,135.02,266.21,65.82,90.1394,216.059,750.193,786.77,557.166,737.19,1397.38
119.92,94.26,69.66,42.15,92.2978,87.7458,331.5,430.198,266.547,368.56,496.79
331.95,63.68,280.02,79.75,91.9843,117.456,901.027,904.993,261.475,167.83,442.42
101.77,24.29,196.68,100.6,90.1821,110.494,375.74,512.661,391.484,421.2,338.15
172.1,83.23,174.85,84.48,89.9809,123.018,619.461,623.961,194.176,130.42,259.33
130.58,56.12,287.79,54.88,93.595,122.972,268.032,560.38,66.1931,214.06,1014.89
359.28,102.66,260.77,131.38,93.7521,122.723,828.789,861.082,355.145,236.94,392.15
169.69,75.44,187.07,56.98,85.6512,114.927,561.838,612.36,368.163,378.78,377.69
104.48,50.65,429.1,177.73,90.7716,122.328,1227.2,1312.91,452.133,341.31,707.5
192.63,30.88,199.69,69.54,90.4111,120.896,662.14,664.802,121.899,56.26,269.23
376.55,47.39,72.01,39.25,90.3939,120.296,588.982,715.878,494.226,770.18,1294.82
242.47,28.26,226.14,180.01,90.1187,128.11,640.228,706.631,375.558,292.81,406.15
342.2,232.27,392.1,137.19,91.4816,128.773,1215.11,1235.48,381.588,241,695.03
165.97,6.37,112.01,60.89,80.5516,115.222,682.766,685.576,98.8977,54.17,172.9
289.8,208.82,481.38,85.3,89.5962,227.112,1073.94,1112.31,448.968,322.04,785.11
651.29,138.7,208.87,123.85,89.3061,88.0216,1090.24,1205.91,736.956,666.46,724.4
144.16,60.74,44.83,38.24,92.0065,84.1582,381.777,415.364,183.711,191.8,129.3
122.19,79.8,141.63,58.42,102.357,121.664,612.72,614.267,175.714,175.83,472.21
216.98,136.15,166.8,73.32,88.4202,127.332,567.589,710.145,463.154,429.6,240.12
