ptl1,ptl2,ptb1,ptb2,mll,mbb,mllbb,mR,mTR,MET,THT
664.07,582.81,944.3,30.27,94.3614,112.65,2543.55,2710.17,1094.22,759.62,1120.05
1304.71,851.66,580.66,32.3,86.7884,113.136,1665.22,2854.86,3125.51,5594.04,6970.19
1596.29,1119.44,261,30.7,88.4112,73.0848,1984.36,3478.87,2922.48,2914.15,852.58
607.3,69.53,226.69,84.58,95.6836,215.986,459.622,1015.79,1495.31,2512.46,2606.84
680.62,528.84,1040.23,73.42,91.7368,194.83,761.13,2373.4,2730.62,3269.73,2165.23
411.27,253.03,113.92,91.47,93.2628,72.8725,646.397,886.402,356.313,297.45,871.9
921.87,804.26,1324.38,38.4,92.0449,208.416,3101.09,3172.69,1161.14,718.31,1362.78
853.93,525.91,330.72,130.1,91.8444,121.021,2039.58,2368.76,1321.78,1149.96,549.46
1138.15,441.74,82.46,79.84,88.9708,73.1631,1357.55,2110.96,1512.27,1379.81,732.05
1505.26,1293.88,582.89,573.55,90.579,419.982,3924.37,4609.17,2787.06,2439.4,1196.13
240.15,41.94,321.86,126.38,88.6723,117.49,1686.79,1709,761.895,1247.46,2044.6
272.25,224.26,312.09,251.65,91.5816,124.169,678.164,1223.22,1045.75,1063.41,563.74
1720.9,207.03,840.43,53.1,92.149,122.078,1428.05,2828.48,2536.51,2447.41,893.53
633.93,497.49,60.77,32.17,77.0261,141.313,1784.36,2064.55,1250.37,1666.14,2868.84
1603.94,217.83,100.26,99.19,85.8435,88.5532,703.526,2118.53,2022.6,2041.01,199.45
1173.05,559.51,271.54,131.71,95.6233,102.956,1758.39,2333.34,1567.38,1377.29,1607.65
342.03,211.45,373.09,54.05,92.2446,134.744,2389.88,2401.11,263.063,134.93,1567
593.36,567.53,228.89,111.83,91.5441,103.828,2056.07,2535.52,1607.65,1788.21,1193.76
529.76,501.03,1271.95,46.89,91.3334,122.783,3264.01,3428.77,1344.01,1064.22,1318.84
791.99,439.28,247.39,133.69,92.0304,102.122,1004.09,1658.12,1355.65,1256.74,443.22
1271.46,425.29,691.86,113.78,85.5647,714.329,1977.61,2779.29,2217.25,2221.53,934.23
924.35,2.68,287.36,30.6,99.2569,53.2038,1960.2,2274.66,1576.52,2085.41,1016.84
1351.1,413.51,916.01,34.51,92.9506,112.607,723.362,2803.04,2463.26,2239.32,1678.34
2215.21,730.97,1325.03,147.05,91.4435,765.078,4720.27,5053.47,2354.93,1801.22,1472.08
979.47,355.11,1134.83,73.94,90.8889,211.21,4001.23,4082.54,1185.87,841.3,1208.77
532.81,482.67,1893.59,132.6,91.7704,1688.72,3317.61,3665.05,1569.08,1072.58,2723.9
730.75,331.72,1161.56,106.31,81.6222,517.296,1772.36,2529.28,2015.97,2027.75,2660.97
1123.76,779.3,353.55,86.59,90.8225,123.346,2456.4,2865.86,1493.48,1171.84,728.64
724.16,464.67,887.8,451.76,91.8845,1230.45,1949.28,2752.67,1931.42,1917.4,1339.56
201.92,107.03,1659.34,588.31,91.2791,2447.02,3095.35,3682.65,2051.01,1985.27,2247.65
1384.23,148.52,290.65,101.46,92.0996,115.428,2312.28,2708.98,1527.61,1404.08,392.11
2977.22,564.66,534.65,89.82,103.783,124.011,4043.54,5025.22,2882.46,2328.33,1305.53
1273.25,650.95,1433.79,83.68,96.684,759.002,3939.22,3965.72,940.297,455.91,1550.83
1968.85,1536.53,2298.99,1539.65,92.8112,3644.27,7285.93,7669.79,2835.46,2188.86,4535.21
1886.01,964.95,482.29,77.73,94.201,109.469,2262.08,3587.11,2982.31,2875.9,686.93
1416.15,352.92,1003.28,893.7,79.3838,539.246,3112.38,3873.14,2568.58,2210.26,1999.07
253.07,224.26,6177.18,305.04,93.4784,1034.3,3107.77,7238.64,3326.46,1646.44,11378.1
