ptl1,ptl2,ptb1,ptb2,mll,mbb,mllbb,mR,mTR,MET,THT
1063.11,433.21,286.15,135.68,90.9522,106.707,2453.86,2699.29,1314.59,1141.36,461.6
1421.9,404.36,1622.34,305.26,92.4139,1718.37,3110.38,4113,2784.61,2638.18,1991.9
736.57,447.24,626.75,74.64,88.4051,120.812,2634.35,2693.31,906.491,1040.46,2227.71
276.61,95.63,520.8,51.79,90.3154,125.296,1308.84,1603.25,778.288,676.26,1002.25
1062.06,709.7,646.3,76.46,90.7944,113.44,3256.88,3938.1,2367.04,2385.11,1086.71
1083.23,751.1,398.9,82.64,93.2739,125.818,1628.93,2359.32,1759.69,1547.42,763.43
1146.9,254.06,272.63,140.64,95.1846,92.0323,1259.34,1820.29,1389.46,1249.27,699.56
1182.79,155.34,727.78,81.76,89.7464,126.761,1632.68,2150.49,1573.71,1400.37,809.54
2279.35,39.71,1828.57,310.19,91.3521,540.262,3674.55,4886.47,3097.48,2509.02,3047.98
1098.02,373.69,401.77,70.83,84.8399,109.754,561.732,2000.96,1887.03,1851.89,745.92
2082.19,1442.27,663.3,92,88.3692,120.52,2618.16,4689.83,3914.71,3757.27,945.79
826.79,335.3,200.78,89.79,90.4501,70.9714,463.545,1483.63,1823.4,2332.56,1049.87
1150.05,804.79,1471.1,30.59,93.9603,123.535,2708.77,3568.82,2595.41,2332.41,1501.69
1165.67,879.95,696.95,84.73,90.9349,128.636,2889.4,3516.6,2203.99,2011.46,1029.16
916.03,262.51,686.65,490,90.7176,535.232,2362.84,2374.92,443.701,161.15,1287.1
743.59,498.31,970.99,239.05,90.4257,1087.05,2202.21,3176.05,2322.48,2297.68,1210.04
819.81,337.68,1484.12,329.48,91.1945,1875.61,5185.52,5418.41,1559.77,1247.9,2240.38
959.07,373.9,999.2,34.43,92.3455,164.723,2729.77,2773.02,872.179,533.75,1229.44
1295.51,403.43,393.85,73.89,92.0545,125.488,1811.99,2351.64,1654.03,1493.74,467.74
1229.98,675.77,452.13,68.46,87.6485,631.267,2293.5,2711.17,1538.99,1236.55,778.66
1124.68,1065.44,643.14,39.45,91.1146,85.952,2514.14,2971.03,1876.08,1582.98,818.41
990.04,270.83,522.9,102.75,90.3624,110.078,1468.3,1904.89,1036.63,852.17,2561.23
664.19,634.01,1045.95,31.22,104.718,123.6,1933.64,2384.48,1623.54,1398.96,1077.17
418.55,54.79,136.46,54.88,91.3456,107.84,2523.18,2591.64,872.484,1228.44,792.94
1834.07,1500.89,649.94,227.9,89.9282,461.819,2805.5,4503.23,3779.18,3723.81,1248.73
1614.45,721.59,577.9,74.42,90.3969,108.998,1838.28,3048.16,2637.37,2567.39,745.15
1067.16,804.2,577.64,126.76,88.6343,112.028,2594.47,2850.44,1506.52,1211.61,773
634.89,388.39,177.46,37.26,88.8758,57.742,1897.49,2068.5,1102.52,1192.54,925.46
1114.56,0.51,686.39,53.13,588.822,124.069,1623.98,2005,1493.6,1604.41,1815.86
2860.03,378.37,1891.32,50.44,90.3573,695.805,5075.44,5274.9,2470.49,1854.8,2891.54
2144.19,549.54,248.8,69.49,92.6515,78.9948,1851.69,3037.82,2559.02,2419.31,318.29
1708.57,396.58,270.56,246.06,92.5122,121.578,1551.9,2986.22,2561.41,2539.26,516.62
589.18,225.04,407.83,51.17,93.0138,84.3708,1309.38,1358.27,539.863,361.11,649.32
2182.81,176.04,393.64,110.72,88.6031,98.95,1918.68,3089.86,2395.54,2175.94,792.96
736.13,626.47,658.6,81.75,87.9176,201.679,1719.08,2146.55,1464.26,1273.18,740.35
3001.61,849.74,120.4,49.55,102.428,111.015,1462.23,4271.99,3837.37,3672.43,647.2
1141.15,772.79,1350.63,53.58,92.8052,182.61,3290.85,3330.91,1009.02,531.55,1404.21
703.7,322.74,297.23,75.18,90.5376,119.512,1485.7,1784.21,1077.73,978.96,372.41
441.85,164.19,476.66,105.29,92.0678,121.266,2710.2,2730.59,489.929,316.7,581.95
574.77,31.2,2121.72,67.84,92.3243,1926.91,2486.53,3732.74,2751.58,2719.75,2278.84
783.56,424.69,1767.86,53.38,91.1954,1704.59,3481.8,3824.04,1976.11,1695.74,2039.73
855.67,791.88,368.67,83.34,90.9128,108.884,2027.46,2876.53,2030.35,1998.94,575.23
1088.14,569.77,453.88,153.18,103.959,111.58,1036.22,2302.65,2548.2,3015.49,1578.1
470.11,227.03,347.35,166.16,79.1863,116.512,988.15,1308.47,1624.39,2587.94,2444.24
519.73,276.36,441.98,53.8,68.5245,111.394,3938.81,4132.95,1275.56,1282.61,677.16
1963.78,1090.6,1510.86,46.38,94.4948,422.055,4100.87,4990.03,3491.88,3300.95,2337.96
809.43,322.32,774.05,50.2,94.7859,122.117,828.904,1981.8,1814.27,1759.03,1056.71
1254.44,287.12,1669.76,689.23,91.2372,749.107,3597.58,4132.67,2613.68,2314.63,2759.53
1100.5,129.32,1363.85,275,85.3859,2102.62,2864.87,3769.82,2342.76,2209.15,1870.32
539.54,294.64,285.01,81.54,90.967,103.589,4138.69,4306.35,1787.78,2723.14,1918.06
1755.73,288.14,452.68,99.42,89.5842,122.907,2009.54,3000.44,2278.09,2155.01,634.24
826.65,404.22,555.66,54.24,91.0925,119.868,843.059,1944.55,302.726,963.56,3273.83
707.93,239.27,1292.23,628,90.6763,3127.76,4620.27,4662.57,829.612,615.6,1920.23
579.25,300.25,215.14,162.07,89.6851,102.038,1781.86,1885.27,845.769,826.1,847.8
