ptl1,ptl2,ptb1,ptb2,mll,mbb,mllbb,mR,mTR,MET,THT
345.81,294.37,120.7,73.45,91.8156,115.725,523.297,880.48,727.257,701.1,194.15
1054.17,910.07,141.1,108.72,97.041,115.685,2884.27,3595.15,2186.73,2206.37,431.52
2887.91,490.72,1596.48,909.47,89.779,840.879,5813.3,6031.61,2378.62,1517.6,3046.44
742.73,202.24,447.95,322.34,88.573,271.968,1436.28,2128.9,1587.35,1554.7,836.14
440.13,235.72,373.34,58.86,91.7888,103.73,1203.81,1327.62,826.376,831.7,796.48
1737.23,66.15,391.52,140.74,93.2503,122.764,1922.12,2357.4,1573.06,1338.16,532.26
678.89,517.36,297.32,185.7,87.9202,124.621,1412.82,1839.61,1270.57,1131.34,615.13
1192.42,548.34,675.11,82.61,89.0914,130.059,1253.75,2517.93,2250.44,2167.06,843.23
1234,901.38,221.94,156.46,90.484,120.487,2494.04,3068.06,1815.47,1540.38,943.9
1051.59,844.72,157.48,94.11,92.1298,101.909,1223.83,2303.23,2655.67,3522.69,2261.43
1346.72,714.34,209.92,57.65,106.73,118.638,1290.67,2364.97,1851.98,1601.04,770.69
1350.96,628.69,302.21,40.09,90.1232,85.5037,1972.07,2652.7,1870.31,1714.72,1501.08
157.38,138.15,717.26,43.6,86.3996,112.359,1589.15,1859.24,1441.99,2098.2,2161.5
948.04,433.33,365.08,215.67,89.3444,118.573,3591.79,3724.41,1655.67,1944.34,1771.38
874.52,657.5,415.33,190.68,85.5082,123.33,1525.46,2142.94,1714.11,1617.95,774.01
529.37,339.19,421.34,298.73,92.2019,384.834,1151.56,1679.35,1326.11,1260.61,755.82
809.93,479.7,2363.94,356.44,89.5279,1553.9,2856.87,4675.49,3523.69,3348.07,4683.22
1183.95,319.06,237.29,205.95,88.639,118.429,1408.28,2115.1,1665.64,1581.83,443.24
1083.12,299.42,190.03,64.37,90.1057,56.8957,1185.83,1750.26,1315.76,1199.89,650.48
1244.28,877.85,331.63,59,94.1806,102.701,1113.87,2623.76,2319.9,2228.16,915.05
2179.94,1025.59,404.72,89.77,99.757,109.519,2751.97,4063.23,3117.85,2909.85,577.19
655.04,439.88,555.72,67.66,92.3009,115.78,1314.24,2144.05,1454,1383.35,1552.03
1043.22,184.45,594.43,252.21,87.5092,229.503,3192.74,3239.24,814.191,534.54,1436.08
1136.4,1049.69,862.08,54.51,89.9597,118.319,3094.61,3345.08,1858.97,1583.04,1191.41
1164.89,606.01,338.55,47.04,91.7403,95.2668,1093.76,2285.31,2040.48,2003.74,418.71
359.65,68.55,452.71,102.6,90.1951,128.188,565.741,1024.9,1527.1,2967.29,2931.41
1166.61,656.07,252.57,160.21,83.6481,123.639,3323.46,3857.72,1902.79,1733.89,621.23
607.88,359.3,922.56,45.61,83.2906,120.609,1938.05,1941.51,377.248,141.48,1001.22
596.94,280.4,159.73,124.41,92.1537,214.083,515.54,1175.19,1336.78,1693.93,1011.65
959.42,394.97,459.54,101.62,92.8054,106.939,1384.59,1951.59,1469.05,1313.9,621.8
898.03,606.16,264.18,85.32,88.0262,112.133,1054.23,1871.78,1639.05,1593.23,622.45
607.16,242.52,1042.12,823.26,95.5591,2019.72,2871.39,3057.39,1115.86,1002.22,1865.38
830.47,280.88,793.81,37.37,90.2312,133.025,1912.22,2020.48,915.851,647.89,831.18
926.57,733.47,129.88,32.14,84.4142,377.048,1420.38,2113.8,1931.83,2256.23,1525.89
1499.01,406.71,1262.57,69.38,87.1573,1497.55,4379.17,4521.4,1562.76,1140.19,1331.95
1542.72,437.1,487.66,326.27,88.8654,1050.59,4511.91,5180.35,2597.72,2551.69,887.84
771.32,623.54,266.55,126.78,107.946,111.622,1949.62,2193.14,1174.98,1015.03,741.6
1281.14,606.17,317.02,183.93,95.1924,119.108,2218.16,2663.97,1609.52,1344.19,709.55
1287.36,625.35,264.39,59.79,90.4054,126.947,1295.94,2542.89,2151.17,2094.92,669.1
948.34,713.12,354.48,55.41,85.6811,312.284,908.201,2148.8,2095.84,2226.5,626.94
