ptl1,ptl2,ptb1,ptb2,mll,mbb,mllbb,mR,mTR,MET,THT
276.2,157.63,318.18,55.14,93.6049,102.58,540.605,939.935,805.216,827.36,541.47
474.43,144.61,131.76,65.62,87.3726,77.2303,806.691,926.625,760.483,910.26,283.38
335.56,111.88,160.65,37.49,92.0436,44.6954,418.719,677.566,393.134,280.12,485.02
108.8,92.49,1204,579.36,89.812,729.281,1879.37,2582.98,2093.16,2401.19,2439.46
363.13,306.05,307.22,259.24,88.8344,122.633,1184.69,1685.11,413.797,142.43,3063.87
306.05,217.84,152.91,67.27,89.786,115.626,742.328,813.516,380.298,277.01,278.09
541.89,471.35,792.51,44.35,96.8338,105.936,2102.7,2132.27,654.439,407.91,1116.5
418.8,393,480.12,90.47,94.8607,111.903,672.96,1402.78,1144.92,1009.14,1050.06
599.85,41.5,578.16,92.32,89.5212,121.347,1518.78,1524.04,267.932,100.2,670.48
393.47,266.95,98.94,33.45,92.7014,237.48,692.642,961.069,611.629,680.16,789.22
186.81,79.83,193.57,79.14,85.1234,114.401,242.089,578.399,512.105,821.36,1155.09
533.96,238.01,233.29,140.21,90.901,121.561,1663.96,1719.4,604.795,470.25,436.56
1323.78,363,127.16,54.91,89.7678,53.1696,866.747,1878.79,1731.57,1697.22,239
387.16,231.04,470.65,109.51,89.851,124.54,1505.2,1648,753.167,612.64,653.99
210.08,103.23,508.42,55.68,92.0811,125.452,1036.15,1094.33,423.156,308.63,770.14
515.04,154.02,289.07,163.66,89.8078,99.3984,1225.51,1567.93,930.69,840.89,688.66
535.81,275.54,333.69,214.62,87.5078,123.752,592.449,1367.09,1363.27,1511.39,1384.79
282.29,139.66,313.45,90.36,93.4119,129.326,873.002,874.315,154.279,61.84,508.73
520.16,113.11,300.11,154.75,94.4243,119.628,395.047,1144.54,1081.7,1088.78,454.86
154.12,83,968.08,32.35,88.3414,206.563,2078.76,2214.03,662.204,550.81,2011.76
360.2,144.11,262.04,61.99,101.885,132.027,810.918,856.848,392.723,283.73,324.03
906.03,181.46,427.57,67.45,90.7162,97.1254,1465.93,1585.65,382.312,262.89,1326.78
1385.63,334.56,154.87,68.57,90.739,122.081,1155.52,2029.79,1738.22,1688.85,223.44
321.42,181.2,464.08,32.15,91.8095,117.28,1233.21,1235.9,569.094,606.58,1001.79
193.92,192.85,110.3,91.23,92.6052,120.955,730.317,847.683,464.115,423.94,201.53
381.73,228.45,251.43,210.88,92.2201,110.471,774.63,1308.09,1073.95,1092.36,504.53
475.68,438.24,424.22,96.84,90.8088,118.877,1322.71,1521.47,923.397,781.97,565.01
402.07,203.79,210.22,181.73,89.6421,122.576,434.209,1048.47,977.108,989.07,391.95
237.11,127.46,218.36,54.51,90.874,142.382,856.005,881.138,349.559,297.61,272.87
139.95,19.54,202.79,84.51,85.0581,101.933,868.598,942.551,405.643,406.05,322.06
172.49,50.67,306.29,89.11,53.7709,115.071,264.247,635.606,1045.07,1843.51,1610.82
779.93,143.94,385.94,54.29,86.9225,125.982,1290.23,1392.43,702.997,525.47,440.23
387.78,207.28,903.04,32.84,93.0169,160.997,1780.69,2135.33,1338.55,1373.44,1560.71
140.32,36.47,36.6,32.23,95.6021,71.4322,221.414,273.048,270.251,490.27,434.18
300.39,1.78,359.8,113.96,11.1059,121.397,930.667,1040.93,673.383,830.12,1095.8
173,143.23,225.35,152.9,89.3893,82.9642,441.792,804.389,612.224,562.43,604.46
679.48,99.81,252.68,57.79,89.3526,105.321,855.838,1322.49,914.53,805.39,530.3
322.31,180.74,451.59,127.38,91.2299,123.583,1213.51,1599.1,1088.59,1124.5,677.96
196.48,70.23,231.2,143.32,89.8088,93.0152,605.148,687.079,619.974,1026.83,1347
395.27,150.48,462.79,76.27,89.1789,475.309,1168.79,1178.6,294.92,158.38,621.17
783.83,336.45,289.41,61.04,98.0025,121.195,2956.33,3078.61,1046.5,1038,1184.73
652.8,248.91,540.72,39.74,87.9477,130.92,1419.02,1630.69,983.499,848.09,619.76
277.19,69.09,512.24,57.17,75.5275,115.783,1061.72,1331.74,847.942,836.97,569.41
640.23,157.96,308.41,195.29,90.1126,106.649,1017.41,1377.91,1032.48,960.39,534.23
266.95,210.97,251.36,117.97,90.2178,185.723,982.532,1244.87,763.615,738.29,478.19
103.68,8.46,423.2,133.09,106.366,101.15,647.837,917.174,827.88,2780.15,3897.27
595.15,130.81,290.3,148.17,92.196,122.663,1066.66,1374.83,943.89,880.6,517.49
395.03,126.03,157.04,54.33,69.8133,44.5561,642.983,948.262,714.25,716.29,211.37
716.03,93.31,293.33,190.18,92.1917,125.769,1350.91,1402.95,1034.86,1290.21,1415.88
109.82,78.45,890.6,163.61,90.5265,268.85,2105.78,2304.53,1107.45,1138.49,1324.09
108.11,43.28,42.84,32.72,91.9208,173.877,1152.9,1161.13,294.545,980.92,1039.79
210.39,159.42,311.67,67.03,88.988,104.985,441.576,833.738,707.053,832.56,1518.79
604.85,57.07,434.71,86.95,86.2052,121.681,1206.72,1433.16,955.991,1092.8,1945.15
509.73,170.29,232.64,160.62,89.1178,113.611,783.589,1102.33,1020.58,1140.21,929.08
178.79,145.83,367.74,156.95,86.7362,122.763,335.662,860.087,623.965,510.66,1021.86
610.49,498.93,1052.38,36.62,89.8514,118.61,2469.55,2482.74,616.553,310.4,1126.3
789.43,733.21,1467.54,688.56,107.278,1609.77,4104.5,4111.29,1039.78,628.59,2702.2
201.47,138.31,894.78,39.16,92.7284,114.158,1448.45,1910.21,1192.03,1146.8,1204.62
849.67,707.52,119.11,92.8,90.0673,107.46,791.606,1876,1719.31,1715.22,351.41
561.52,459.23,230.15,90.28,90.868,111.806,638.691,1474.78,1591.96,2049.53,2223.81
369.64,123.66,339.45,214.68,90.6744,119.716,1053.08,1063.47,343.487,209.19,659.62
641.52,434.84,713.5,35.42,89.17,126.139,1806.68,1852.56,957.587,883.02,2046.91
