ptl1,ptl2,ptb1,ptb2,mll,mbb,mllbb,mR,mTR,MET,THT
1160.25,484.22,988.14,47.99,90.2627,116.708,2443.54,2892,1793.45,1523.87,1036.13
1091.72,923.5,321.1,93.88,89.2271,90.2206,1885.2,2628.81,1590.87,1298.12,1492.68
604.72,565.91,451.28,56.25,92.8949,90.3971,662.403,1743.95,507.376,1971.52,6403.01
747.39,428.53,1300.75,1172.88,92.3385,1920.58,4023.15,5002.1,3067.13,2993.24,2676.43
1991.39,1181.12,671.25,67.01,93.6077,113.68,1948.57,3916.8,3521.69,3397.4,738.26
1278.38,884.28,1543.45,267.92,93.6543,1283.66,4447.01,4732.37,2227.95,1776.15,2013.24
822.08,90.79,1905.3,152.11,93.2305,1547.13,2024.38,3483.46,2893.02,2889.2,2147.48
716.5,62.82,972.84,33.36,104.123,114.058,2048.96,2406.5,901.077,577.22,1936.78
891.9,522.77,784.93,83.71,90.5872,228.558,1885.83,2489.61,1785.72,1639.49,984.34
750.98,242.28,219.17,141.52,88.9367,116.217,2060.51,2185.78,872.938,737.82,445.19
619.02,279.32,223.03,127.14,90.0091,152.651,1313.41,1664.37,1025.54,937.09,431.67
1253.28,772.67,231.33,169.1,90.2697,121.9,3808.71,4158.49,1836.3,1652.76,400.43
824.48,192.87,436.16,31.9,90.0459,90.723,2161.45,2594.41,1460.9,1467.98,680.38
852.55,335.02,1254.16,78.46,89.5751,949.902,3290.06,3467.8,1438.9,1182.66,1477.25
396.84,282.49,715.93,46.55,94.3983,377.398,1480.2,1487.71,364.608,177.43,762.48
1506.73,961.24,145.3,67.98,91.0474,76.3379,1612.72,3067.94,2606.5,2569.08,248.26
1958.57,1255.98,714.17,212.85,90.6506,239.526,3655.33,4328.5,2790.58,2414.23,1020.3
1146.84,717.84,1344.31,297.6,88.8219,339.362,2213.18,3530.67,2387.7,1948.57,3426.01
650.28,503.95,1178.3,36.45,83.903,128.493,1018.93,2553.08,2349.68,2347.47,1214.75
701.43,246.31,404.97,123.15,90.1119,123,2724.05,2849.35,1009.8,887.93,577.06
1717.79,818.88,1178.9,46.22,81.5628,179.298,3580.35,4070.88,2260.93,1799.81,1955.65
1386.61,406.98,747.12,42.13,87.7012,114.294,1168.3,2590.01,2245.45,2064.91,1158.88
1183.25,811.21,390.24,125.47,89.37,105.058,5992.05,6183.84,1773.71,1558.87,589.38
947.57,560.67,240.89,191.92,89.9679,119.298,2039.12,2604.43,1799.03,1830.2,651.04
1175.45,265.85,1095.7,30.06,91.4708,112.257,3039.09,3756.93,2296.54,2209.74,1125.76
1103.26,341.49,1092.25,345.14,94.3408,1129.64,4161.09,4256.02,897.673,552.11,2201.35
803,309.35,195.78,167.47,85.2894,127.291,1255.18,1619.64,1270.45,1352.71,1419.47
994.53,155.65,1050.19,193.88,90.8324,288.128,3008.63,3834.64,743.77,387.6,3719.64
247.14,122.13,256.4,50.3,97.6251,111.488,849.959,903.845,408.435,342.96,306.7
990.46,639.81,98.38,42.37,91.1409,120.251,1657.47,2406.75,1823.69,1972.31,911.79
541.42,358.65,206.47,32.82,119.075,120.426,3233.02,3362.47,977.552,927.15,239.29
1454.68,871.68,939.55,31.01,98.1458,113.244,2399.69,3341.47,2548.97,2312.53,970.56
399.61,382.22,308.68,249.49,91.4001,125.929,1456.81,1672.81,948.836,835.05,558.17
336.55,301.82,333.41,80.96,91.0348,94.9149,861.912,1237.11,945.469,950.06,696.25
