ptl1,ptl2,ptb1,ptb2,mll,mbb,mllbb,mR,mTR,MET,THT
1259.49,169.68,301.34,208.37,88.928,120.642,1485.62,1955.12,1400.18,1224.89,556.15
397.54,264.44,198.9,31.5,77.315,113.089,1066.92,1342.71,779.79,729.67,323.36
263.41,75.79,656.78,30.94,97.1357,110.378,905.225,1085.71,637.937,506.51,783.93
693,196.11,310.08,107.34,90.7836,101.746,891.689,1452.94,1155.73,1091.87,504.46
767.49,366.27,214.31,127.57,89.3772,106.79,1381.79,1614.79,966.742,811.24,341.88
295.02,159.14,471.87,116.87,94.2564,122.08,1340.52,1370.99,282.852,209.82,1068.38
365.71,70.32,389.45,152.22,90.7265,120.699,782.147,1151.53,838.797,787.39,794.92
228.01,189.65,531.71,83.16,87.4568,122.838,1112.06,1291.4,858.461,878.68,923.94
106.48,21.65,1062.27,74.29,96.4181,232.445,465.432,1304.53,1196.74,1164.63,1136.56
169.52,106.84,95.59,48.61,89.7724,55.5527,540.766,598.987,298.168,270.42,1527.31
750.08,133.71,391.5,92.04,91.3185,113.837,908.357,1530.8,1236.19,1189.04,726.73
451.88,140.71,1334.32,157.4,90.2977,708.329,2466.39,2825.1,1510.27,1385.39,1585.85
354.22,294.82,327.1,51.6,73.2457,114.641,670.344,1132.72,952.367,973.51,759.6
517.63,150.74,193.37,107.08,89.2764,95.2745,965.806,1045.29,425.116,266.33,425.42
436.19,49.84,302.18,259.82,89.5553,130.145,1621.57,1762.65,563.035,489.37,1356.91
402.6,12.5,373.07,48.95,90.744,116.156,981.456,981.735,106.772,27.93,664.05
311.35,296.75,1709.49,46.17,90.7226,1469.3,2660.13,2887.08,497.239,219.97,2491.87
244.79,118.74,160.38,147.4,88.1122,123.21,875.115,925.282,383.725,309.35,307.78
426.05,302.18,611.54,110.63,91.4879,119.244,1542,1608.16,556.964,338.97,965.92
280.76,154.51,114.02,54.51,91.3537,82.8318,300.07,633.956,574.11,580,168.53
118.23,63.87,304.77,262.27,91.6185,200.212,1894.19,1988.12,241.55,1070.22,2629.72
2084.9,572.95,559.47,61.58,91.3879,118.452,2560.68,3355.89,2442.48,2194.53,754.55
346.79,259.16,190.93,134.38,91.4033,102.893,906.53,1292.43,908.705,898.75,550.63
408.43,167.47,1348.92,35.43,95.5562,438.264,1882.5,2064.61,1031.42,777.39,1441.48
623.56,134.32,941.88,64.71,90.2407,1146.21,2299.67,2311.65,529.304,282.58,1156.14
490.38,110.83,185.14,37.07,94.3551,107.684,1059.64,1133.78,496.817,408.05,222.21
609.17,202.14,584.82,35.91,99.4864,115.367,1294.84,1460.56,328.051,109.08,1240.63
388,282.17,220.45,127.9,92.3144,106.876,2009.55,2209.77,369.789,295.69,1340.61
578.45,254.78,219.51,135.05,92.3225,111.284,512.294,1220.14,1160.08,1185.63,719.83
232.25,140.35,562.36,84.86,90.4512,263.921,868.343,1099.52,747.036,679.77,647.22
759.21,142.09,444.92,114.64,77.9889,121.699,1325.51,1551.05,835.904,622.14,947.36
864.94,760.06,380.93,127.1,97.5073,123.578,1745.21,2181.4,1582.16,1497.46,1115.93
404.01,111.93,217.11,45.31,86.2568,260.747,664.994,973.633,691.761,672.28,262.42
321.67,298.86,267.15,155.92,87.8389,95.7898,1029.17,1048.37,342.447,190.83,423.07
398.8,84.59,88.98,35.19,88.7503,108.896,1126.79,1210.7,707.146,1332.43,1512.27
432.55,291.25,233.68,140.6,89.6994,93.7604,764.722,1211.72,1290.3,1652.4,1233.56
164.91,128.32,310.65,136.04,97.0278,121.413,356.838,785.343,711.351,705.95,446.69
213.25,82.46,242.56,140.75,88.4078,121.32,637.95,819.755,545.158,510.78,383.31
165.75,36.28,196.68,123.69,90.8563,109.419,807.282,853.814,368.653,349.37,372.18
280.65,176.33,451.68,93.26,90.5701,140.732,1021.61,1115.24,599.328,502.75,581.05
681.01,159.71,370.19,147.1,91.5571,119.699,953.531,1451.36,1058.14,923.77,714.01
660.09,319.77,484.49,93.38,92.3843,112.272,1135.48,1573.6,1168.2,1031.76,617.35
366.87,359.82,427.14,89,89.1364,118.238,1589.69,1620.48,620.1,507.1,830.28
