mu,M1,br_chi2_Zchi1,br_chi2_hchi1,br_chi3_Zchi1,br_chi3_hchi1
2600.0,725.0,0.197608301,0.802391699,0.787387111,0.212612889
2600.0,825.0,0.172285122,0.827714878,0.814308631,0.185691369
2600.0,925.0,0.149029361,0.850970639,0.839157149,0.160842851
2600.0,1025.0,0.127827906,0.872172094,0.861914968,0.138085032
2600.0,1125.0,0.108641173,0.891358827,0.882595854,0.117404146
2600.0,1225.0,0.0914077496,0.90859225,0.901240413,0.0987595872
2600.0,1325.0,0.0760489718,0.923951028,0.91791144,0.0820885602
2600.0,1425.0,0.0624732266,0.937526773,0.932689291,0.0673107087
2600.0,1525.0,0.0505798592,0.949420141,0.945667608,0.0543323918
2600.0,1625.0,0.0402625338,0.959737466,0.956949318,0.0430506817
2600.0,1725.0,0.0314121591,0.968587841,0.966643225,0.033356775
2600.0,1825.0,0.0239193083,0.976080692,0.974861044,0.0251389562
2600.0,1925.0,0.0176762022,0.982323798,0.981714981,0.0182850192
2600.0,2025.0,0.987315828,0.0126841725,0.0125783307,0.987421669
2600.0,2125.0,0.991771618,0.00822838207,0.00852590627,0.991474094
2600.0,2225.0,0.995187173,0.00481282697,0.00542582486,0.994574175
2600.0,2325.0,0.997666058,0.00233394152,0.00319747086,0.996802529
2600.0,2425.0,0.999328253,0.000671746619,0.00182249467,0.998177505
2700.0,25.0,0.426574039,0.573425961,0.550060757,0.449939243
2700.0,125.0,0.390925972,0.609074028,0.586304408,0.413695592
2700.0,225.0,0.356165136,0.643834864,0.621845068,0.378154932
2700.0,325.0,0.322663924,0.677336076,0.656340221,0.343659779
2700.0,425.0,0.290619877,0.709380123,0.689559762,0.310440238
2700.0,525.0,0.260195013,0.739804987,0.721305928,0.278694072
2700.0,625.0,0.231515089,0.768484911,0.751415962,0.248584038
2700.0,725.0,0.204670044,0.795329956,0.779763001,0.220236999
2700.0,825.0,0.179715917,0.820284083,0.806255864,0.193744136
2700.0,925.0,0.156677449,0.843322551,0.830837383,0.169162617
2700.0,1025.0,0.135551468,0.864448532,0.853481908,0.146518092
2700.0,1125.0,0.116310617,0.883689383,0.874192082,0.125807918
2700.0,1225.0,0.0989072356,0.901092764,0.892995165,0.107004835
2700.0,1325.0,0.0832772426,0.916722757,0.909939181,0.0900608192
2700.0,1425.0,0.0693437656,0.930656234,0.925089019,0.0749109809
2700.0,1525.0,0.0570205807,0.942979419,0.938522771,0.0614772288
2700.0,1625.0,0.046215093,0.953784907,0.950328271,0.049671729
2700.0,1725.0,0.0368309859,0.963169014,0.960600002,0.0393999981
2700.0,1825.0,0.0287704497,0.97122955,0.969436422,0.0305635781
2700.0,1925.0,0.0219360444,0.978063956,0.976937676,0.0230623243
2700.0,2025.0,0.016232213,0.983767787,0.983203736,0.0167962639
2700.0,2125.0,0.0115665356,0.988433464,0.988332941,0.0116670592
2700.0,2225.0,0.992420999,0.00757900103,0.00785089756,0.992149102
2700.0,2325.0,0.995560746,0.00443925366,0.00500315738,0.994996843
2700.0,2425.0,0.997844085,0.00215591485,0.002952435,0.997047565
2800.0,25.0,0.426822157,0.573177843,0.549668213,0.450331787
2800.0,125.0,0.392425733,0.607574267,0.584634594,0.415365406
2800.0,225.0,0.358835918,0.641164082,0.618965248,0.381034752
2800.0,325.0,0.326401691,0.673598309,0.652341934,0.347658066
2800.0,425.0,0.295303205,0.704696795,0.684555548,0.315444452
2800.0,525.0,0.265690106,0.734309894,0.715424694,0.284575306
2800.0,625.0,0.237680595,0.762319405,0.744797925,0.255202075
2800.0,725.0,0.211361838,0.788638162,0.772554898,0.227445102
2800.0,825.0,0.186791177,0.813208823,0.798606228,0.201393772
2800.0,925.0,0.16399823,0.83600177,0.822892415,0.177107585
2800.0,1025.0,0.142987581,0.857012419,0.845381943,0.154618057
2800.0,1125.0,0.123741795,0.876258205,0.866068729,0.133931271
2800.0,1225.0,0.10622467,0.89377533,0.884969191,0.115030809
2800.0,1325.0,0.0903844516,0.909615548,0.902119035,0.0978809652
2800.0,1425.0,0.076156991,0.923843009,0.917570025,0.0824299748
2800.0,1525.0,0.063468699,0.936531301,0.931386822,0.0686131777
2800.0,1625.0,0.0522391774,0.947760823,0.943643966,0.0563560337
2800.0,1725.0,0.0423836494,0.957616351,0.954423183,0.0455768165
2800.0,1825.0,0.0338149443,0.966185056,0.963810921,0.0361890793
2800.0,1925.0,0.0264452691,0.973554731,0.971896247,0.028103753
2800.0,2025.0,0.020187638,0.979812362,0.978769098,0.0212309021
2800.0,2125.0,0.0149570296,0.98504297,0.984518783,0.0154812168
2800.0,2225.0,0.0106713905,0.98932861,0.989232915,0.0107670851
2800.0,2325.0,0.992996632,0.00700336812,0.00725256876,0.992747431
2800.0,2425.0,0.995892518,0.00410748201,0.00462776072,0.995372239
2900.0,25.0,0.427056178,0.572943822,0.549305688,0.450694312
2900.0,125.0,0.393826864,0.606173136,0.583081197,0.416918803
2900.0,225.0,0.361332723,0.638667277,0.616280377,0.383719623
2900.0,325.0,0.329902025,0.670097975,0.648606146,0.351393854
2900.0,425.0,0.299699483,0.700300517,0.679868032,0.320131968
2900.0,525.0,0.270863434,0.729136566,0.709899366,0.290100634
2900.0,625.0,0.243504937,0.756495063,0.73855932,0.26144068
2900.0,725.0,0.217707864,0.782292136,0.765733953,0.234266047
2900.0,825.0,0.193529909,0.806470091,0.79133638,0.20866362
2900.0,925.0,0.171004133,0.828995867,0.81530599,0.18469401
2900.0,1025.0,0.150141175,0.849858825,0.837607085,0.162392915
2900.0,1125.0,0.130931641,0.869068359,0.858226793,0.141773207
2900.0,1225.0,0.113348812,0.886651188,0.877172737,0.122827263
2900.0,1325.0,0.0973513685,0.902648631,0.894470389,0.105529611
2900.0,1425.0,0.082886123,0.917113877,0.910160398,0.089839602
2900.0,1525.0,0.0698904985,0.930109502,0.924295839,0.0757041611
2900.0,1625.0,0.0582949247,0.941705075,0.936939628,0.0630603719
2900.0,1725.0,0.0480249558,0.951975044,0.948162138,0.0518378622
2900.0,1825.0,0.0390031234,0.960996877,0.958038989,0.0419610113
2900.0,1925.0,0.0311505661,0.968849434,0.966649153,0.0333508473
2900.0,2025.0,0.0243883489,0.975611651,0.974073254,0.0259267465
2900.0,2125.0,0.0186385929,0.981361407,0.980392188,0.0196078123
2900.0,2225.0,0.0138254078,0.986174592,0.985686001,0.0143139986
2900.0,2325.0,0.00987565439,0.990124346,0.990033009,0.00996699135
2900.0,2425.0,0.993509252,0.00649074822,0.00671973014,0.99328027
3000.0,25.0,0.427277247,0.572722753,0.548970006,0.451029994
3000.0,125.0,0.395138776,0.604861224,0.581632597,0.418367403
3000.0,225.0,0.363671852,0.636328148,0.613771506,0.386228494
3000.0,325.0,0.333186484,0.666813516,0.645108267,0.354891733
3000.0,425.0,0.303833572,0.696166428,0.675468923,0.324531077
3000.0,525.0,0.27574116,0.72425884,0.704700108,0.295299892
3000.0,625.0,0.249013456,0.750986544,0.732670778,0.267329222
3000.0,725.0,0.223730885,0.776269115,0.759273317,0.240726683
