mu,M1,br_chi2_Zchi1,br_chi2_hchi1,br_chi3_Zchi1,br_chi3_hchi1
3000.0,825.0,0.19995073,0.80004927,0.784423755,0.215576245
3000.0,925.0,0.177708439,0.822291561,0.808061341,0.191938659
3000.0,1025.0,0.157019278,0.842980722,0.830147445,0.169852555
3000.0,1125.0,0.137880325,0.862119675,0.850663958,0.149336042
3000.0,1225.0,0.12027274,0.87972726,0.869611424,0.130388576
3000.0,1325.0,0.104164064,0.895835936,0.88700688,0.11299312
3000.0,1425.0,0.0895104552,0.910489545,0.902881523,0.0971184766
3000.0,1525.0,0.0762589735,0.923741027,0.917278484,0.0827215156
3000.0,1625.0,0.0643495887,0.935650411,0.930250528,0.0697494721
3000.0,1725.0,0.0537171202,0.94628288,0.94185798,0.0581420196
3000.0,1825.0,0.0442928939,0.955707106,0.952166758,0.0478332423
3000.0,1925.0,0.036006224,0.963993776,0.961246612,0.038753388
3000.0,2025.0,0.0287856932,0.971214307,0.969169619,0.0308303809
3000.0,2125.0,0.0225601966,0.977439803,0.976008832,0.0239911685
3000.0,2225.0,0.0172598324,0.982740168,0.981837194,0.0181628059
3000.0,2325.0,0.0128166246,0.987183375,0.986726642,0.0132733584
3000.0,2425.0,0.00916514246,0.990834858,0.990747427,0.00925257266
3100.0,25.0,0.427486437,0.572513563,0.548658485,0.451341515
3100.0,125.0,0.396369706,0.603630294,0.580278695,0.419721305
3100.0,225.0,0.365867695,0.634132305,0.611422124,0.388577876
3100.0,325.0,0.336274137,0.663725863,0.641826676,0.358173324
3100.0,425.0,0.307727634,0.692272366,0.671333143,0.328666857
3100.0,525.0,0.280346792,0.719653208,0.699800117,0.300199883
3100.0,625.0,0.254229329,0.745770671,0.727105588,0.272894412
3100.0,725.0,0.22945216,0.77054784,0.753148087,0.246851913
3100.0,825.0,0.206071654,0.793928346,0.777846832,0.222153168
3100.0,925.0,0.184124762,0.815875238,0.801141604,0.198858396
3100.0,1025.0,0.16363026,0.83636974,0.822991849,0.177008151
3100.0,1125.0,0.14459043,0.85540957,0.843375484,0.156624516
3100.0,1225.0,0.126992958,0.873007042,0.862287384,0.137712616
3100.0,1325.0,0.110812823,0.889187177,0.879737587,0.120262413
3100.0,1425.0,0.0960142683,0.903985732,0.895749371,0.104250629
3100.0,1525.0,0.0825526761,0.917447324,0.910357286,0.0896427136
3100.0,1625.0,0.0703764642,0.929623536,0.923605292,0.0763947082
3100.0,1725.0,0.0594286949,0.940571305,0.935544825,0.0644551753
3100.0,1825.0,0.0496486364,0.950351364,0.946233118,0.0537668816
3100.0,1925.0,0.0409730924,0.959026908,0.955731599,0.0442684006
3100.0,2025.0,0.0333375896,0.96666241,0.964104491,0.0358955092
3100.0,2125.0,0.0266773796,0.97332262,0.971417575,0.0285824253
3100.0,2225.0,0.0209282774,0.979071723,0.977737141,0.0222628586
3100.0,2325.0,0.0160273624,0.983972638,0.983129104,0.016870896
3100.0,2425.0,0.011913549,0.988086451,0.987658295,0.0123417049
3200.0,25.0,0.427684505,0.572315495,0.54836858,0.45163142
3200.0,125.0,0.397526801,0.602473199,0.579010507,0.420989493
3200.0,225.0,0.367932819,0.632067181,0.609217555,0.390782445
3200.0,325.0,0.339181834,0.660818166,0.638742163,0.361257837
3200.0,425.0,0.311401351,0.688598649,0.667438217,0.332561783
3200.0,525.0,0.284701375,0.715298625,0.695175134,0.304824866
3200.0,625.0,0.259173644,0.740826356,0.721839333,0.278160667
3200.0,725.0,0.234891444,0.765108556,0.747335133,0.252664867
3200.0,825.0,0.211909877,0.788090123,0.771585118,0.228414882
3200.0,925.0,0.190266694,0.809733306,0.794530057,0.205469943
3200.0,1025.0,0.16998331,0.83001669,0.816128284,0.183871716
3200.0,1125.0,0.151066226,0.848933774,0.836354795,0.163645205
3200.0,1225.0,0.133508469,0.866491531,0.855199929,0.144800071
3200.0,1325.0,0.117291286,0.882708714,0.872667943,0.127332057
3200.0,1425.0,0.102385813,0.897614187,0.888775438,0.111224562
3200.0,1525.0,0.0887547395,0.91124526,0.903549679,0.0964503206
3200.0,1625.0,0.0763538472,0.923646153,0.917026908,0.0829730924
3200.0,1725.0,0.0651335755,0.934866424,0.929250769,0.0707492312
3200.0,1825.0,0.0550403167,0.944959683,0.940270739,0.059729261
3200.0,1925.0,0.0460177037,0.953982296,0.950140739,0.0498592605
3200.0,2025.0,0.0380076681,0.961992332,0.958917837,0.0410821635
3200.0,2125.0,0.0309513698,0.96904863,0.966661087,0.0333389133
3200.0,2225.0,0.0247900304,0.97520997,0.973430573,0.0265694274
3200.0,2325.0,0.0194655792,0.980534421,0.979286535,0.0207134652
3200.0,2425.0,0.0149212251,0.985078775,0.984288678,0.0157113218
3300.0,25.0,0.427872309,0.572127691,0.548098269,0.451901731
3300.0,125.0,0.398616426,0.601383574,0.577820239,0.422179761
3300.0,225.0,0.369878469,0.630121531,0.607145007,0.392854993
3300.0,325.0,0.341924588,0.658075412,0.635837762,0.364162238
3300.0,425.0,0.314872398,0.685127602,0.663764182,0.336235818
3300.0,525.0,0.288824107,0.711175893,0.690803531,0.309196469
3300.0,625.0,0.263865783,0.736134217,0.716849921,0.283150079
3300.0,725.0,0.240067099,0.759932901,0.741813162,0.258186838
3300.0,825.0,0.217481723,0.782518277,0.765619315,0.234380685
3300.0,925.0,0.196147645,0.803852355,0.788210468,0.211789532
3300.0,1025.0,0.17608826,0.82391174,0.809544496,0.190455504
3300.0,1125.0,0.157313325,0.842686675,0.829594206,0.170405794
3300.0,1225.0,0.13982029,0.86017971,0.848346364,0.151653636
3300.0,1325.0,0.123595735,0.876404265,0.865800557,0.134199443
3300.0,1425.0,0.108616671,0.891383329,0.881967743,0.118032257
3300.0,1525.0,0.0948520711,0.905147929,0.896868918,0.103131082
3300.0,1625.0,0.082264267,0.917735733,0.910533696,0.0894663041
3300.0,1725.0,0.0708101976,0.929189802,0.922998841,0.0770011587
3300.0,1825.0,0.0604426807,0.939557319,0.934306944,0.0656930561
3300.0,1925.0,0.0511115393,0.948888461,0.944505175,0.0554948253
3300.0,2025.0,0.0427645579,0.957235442,0.953644068,0.0463559317
3300.0,2125.0,0.0353484071,0.964651593,0.961776529,0.0382234714
3300.0,2225.0,0.0288093573,0.971190643,0.968956856,0.0310431445
3300.0,2325.0,0.0230939556,0.976906044,0.975239973,0.0247600274
3300.0,2425.0,0.0181495484,0.981850452,0.98068072,0.0193192797
3400.0,25.0,0.428050497,0.571949503,0.547845689,0.452154311
3400.0,125.0,0.399644256,0.600355744,0.57670104,0.42329896
3400.0,225.0,0.371714507,0.628285493,0.605193044,0.394806956
3400.0,325.0,0.344515757,0.655484243,0.633098356,0.366901644
3400.0,425.0,0.318156668,0.681843332,0.660293211,0.339706789
3400.0,525.0,0.292732282,0.707267718,0.686665748,0.313334252
3400.0,625.0,0.268323342,0.731676658,0.712117148,0.287882852
3400.0,725.0,0.244996161,0.755003839,0.736562537,0.263437463
3400.0,825.0,0.222802622,0.777197378,0.759931305,0.240068695
3400.0,925.0,0.201780696,0.798219304,0.782167213,0.217832787
3400.0,1025.0,0.181955069,0.818044931,0.803228048,0.196771952
3400.0,1125.0,0.163338133,0.836661867,0.823085153,0.176914847
3400.0,1225.0,0.145930972,0.854069028,0.841722515,0.158277485
3400.0,1325.0,0.129724559,0.870275441,0.859135831,0.140864169
3400.0,1425.0,0.114701009,0.885298991,0.875331397,0.124668603
3400.0,1525.0,0.10083474,0.89916526,0.89032487,0.10967513
3400.0,1625.0,0.088093793,0.911906207,0.904140095,0.0958599047
3400.0,1725.0,0.076440876,0.923559124,0.916807798,0.0831922025
3400.0,1825.0,0.0658345824,0.934165418,0.928364481,0.0716355187
3400.0,1925.0,0.0562303221,0.943769678,0.938851242,0.0611487581
3400.0,2025.0,0.0475812635,0.952418736,0.948312726,0.0516872738
3400.0,2125.0,0.0398391203,0.96016088,0.95679616,0.0432038397
3400.0,2225.0,0.0329549056,0.967045094,0.964350523,0.0356494772
3400.0,2325.0,0.0268795092,0.973120491,0.971025754,0.0289742458
3400.0,2425.0,0.021564234,0.978435766,0.976872116,0.0231278838
3500.0,25.0,0.428219715,0.571780285,0.547609259,0.452390741
3500.0,125.0,0.400615254,0.599384746,0.575646793,0.424353207
3500.0,225.0,0.373449788,0.626550212,0.603351575,0.396648425
3500.0,325.0,0.346967304,0.653032696,0.630510486,0.369489514
3500.0,425.0,0.321268376,0.678731624,0.657009255,0.342990745
3500.0,525.0,0.296441501,0.703558499,0.682744079,0.317255921
3500.0,625.0,0.272562489,0.727437511,0.707622675,0.292377325
3500.0,725.0,0.249694329,0.750305671,0.731565126,0.268434874
3500.0,825.0,0.227887111,0.772112889,0.754504153,0.245495847
3500.0,925.0,0.207178386,0.792821614,0.776385279,0.223614721
3500.0,1025.0,0.187593768,0.812406232,0.797166656,0.202833344
3500.0,1125.0,0.169147641,0.830852359,0.816818608,0.183181392
3500.0,1225.0,0.151844093,0.848155907,0.835323025,0.164676975
3500.0,1325.0,0.135677785,0.864322215,0.852672449,0.147327551
3500.0,1425.0,0.120635135,0.879364865,0.868869248,0.131130752
3500.0,1525.0,0.106695333,0.893304667,0.883924567,0.116075433
3500.0,1625.0,0.0938313764,0.906168624,0.897857235,0.102142765
3500.0,1725.0,0.0820111454,0.917988855,0.910692743,0.0893072569
3500.0,1825.0,0.0711983471,0.928801653,0.922462158,0.0775378425
3500.0,1925.0,0.0613534667,0.938646533,0.933201158,0.0667988415
3500.0,2025.0,0.0524345562,0.947565444,0.942949053,0.0570509474
3500.0,2125.0,0.044398,0.955602,0.951747908,0.0482520921
3500.0,2225.0,0.0371991913,0.962800809,0.959641772,0.040358228
3500.0,2325.0,0.0307931099,0.96920689,0.966675967,0.0333240326
3500.0,2425.0,0.0251347989,0.974865201,0.972896438,0.0271035624
3600.0,25.0,0.428380461,0.571619539,0.547387539,0.452612461
3600.0,125.0,0.401533822,0.598466178,0.574652055,0.425347945
3600.0,225.0,0.375092166,0.624907834,0.601611571,0.398388429
3600.0,325.0,0.349289915,0.650710085,0.628062089,0.371937911
3600.0,425.0,0.324220308,0.675779692,0.653897878,0.346102122
3600.0,525.0,0.299965905,0.700034095,0.679022514,0.320977486
3600.0,625.0,0.276597927,0.723402073,0.703349738,0.296650262
3600.0,725.0,0.254176123,0.745823877,0.726804227,0.273195773
3600.0,825.0,0.23274874,0.76725126,0.74932198,0.25067802
3600.0,925.0,0.212352724,0.787647276,0.770850396,0.229149604
3600.0,1025.0,0.193014236,0.806985764,0.791348253,0.208651747
3600.0,1125.0,0.174749204,0.825250796,0.810785304,0.189214696
3600.0,1225.0,0.157564058,0.842435942,0.829141775,0.170858225
3600.0,1325.0,0.141456648,0.858543352,0.846407748,0.153592252
3600.0,1425.0,0.126417045,0.873582955,0.862582315,0.137417685
3600.0,1525.0,0.112428523,0.887571477,0.877672753,0.122327247
3600.0,1625.0,0.099468459,0.900531541,0.89169359,0.10830641
3600.0,1725.0,0.0875092827,0.912490717,0.904665722,0.0953342777
3600.0,1825.0,0.0765193041,0.923480696,0.916615442,0.0833845585
3600.0,1925.0,0.0664635516,0.933536448,0.927573562,0.0724264378
3600.0,2025.0,0.0573045312,0.942695469,0.937574583,0.0624254168
3600.0,2125.0,0.0490029138,0.950997086,0.946655874,0.053344126
3600.0,2225.0,0.0415181565,0.958481843,0.954856964,0.0451430364
3600.0,2325.0,0.0348090393,0.965190961,0.962218866,0.0377811335
3600.0,2425.0,0.0288341554,0.971165845,0.968783514,0.0312164863
3700.0,25.0,0.428533165,0.571466835,0.54717927,0.45282073
3700.0,125.0,0.402403901,0.597596099,0.573712013,0.426287987
3700.0,225.0,0.376648626,0.623351374,0.599964953,0.400035047
3700.0,325.0,0.35149313,0.64850687,0.62574231,0.37425769
3700.0,425.0,0.327024016,0.672975984,0.650946102,0.349053898
3700.0,525.0,0.303318328,0.696681672,0.675486561,0.324513439
3700.0,625.0,0.280443069,0.719556931,0.699283007,0.300716993
3700.0,725.0,0.25845489,0.74154511,0.722264435,0.277735565
3700.0,825.0,0.237400196,0.762599804,0.744370005,0.255629995
3700.0,925.0,0.217315164,0.782684836,0.765549074,0.234450926
3700.0,1025.0,0.198226117,0.801773883,0.785761151,0.214238849
3700.0,1125.0,0.180150211,0.819849789,0.804975818,0.195024182
3700.0,1225.0,0.163095826,0.836904174,0.823172124,0.176827876
3700.0,1325.0,0.147063347,0.852936653,0.840338091,0.159661909
3700.0,1425.0,0.132046035,0.867953965,0.856470157,0.143529843
3700.0,1525.0,0.118030671,0.881969329,0.871572306,0.128427694
3700.0,1625.0,0.104998461,0.895001539,0.885655364,0.114344636
3700.0,1725.0,0.0929258662,0.907074134,0.898736217,0.101263783
3700.0,1825.0,0.0817852902,0.91821471,0.910836937,0.0891630634
3700.0,1925.0,0.0715458519,0.928454148,0.921984002,0.0780159977
3700.0,2025.0,0.0621741198,0.93782588,0.932207589,0.0677924106
3700.0,2125.0,0.0536346797,0.94636532,0.941540805,0.0584591953
3700.0,2225.0,0.0458907345,0.954109266,0.95001902,0.0499809798
3700.0,2325.0,0.0389046092,0.961095391,0.957679283,0.0423207173
3700.0,2425.0,0.0326382239,0.967361776,0.964559773,0.0354402274
3800.0,25.0,0.428678189,0.571321811,0.546983343,0.453016657
3800.0,125.0,0.403228942,0.596771058,0.572822329,0.427177671
3800.0,225.0,0.378125432,0.621874568,0.598404499,0.401595501
3800.0,325.0,0.353585532,0.646414468,0.623541431,0.376458569
3800.0,425.0,0.32968986,0.67031014,0.648142188,0.351857812
3800.0,525.0,0.306510362,0.693489638,0.672123039,0.327876961
3800.0,625.0,0.284110149,0.715889851,0.695408486,0.304591514
3800.0,725.0,0.262542957,0.737457043,0.717931585,0.282068415
3800.0,825.0,0.241853279,0.758146721,0.739634473,0.260365527
3800.0,925.0,0.222076395,0.777923605,0.760468461,0.239531539
3800.0,1025.0,0.203238716,0.796761284,0.780394084,0.219605916
3800.0,1125.0,0.185358137,0.814641863,0.799380864,0.200619136
3800.0,1225.0,0.168444632,0.831555368,0.817407049,0.182592951
3800.0,1325.0,0.152500777,0.847499223,0.834459114,0.165540886
3800.0,1425.0,0.137522425,0.862477575,0.850531204,0.149468796
3800.0,1525.0,0.123499463,0.876500537,0.865624589,0.134375411
3800.0,1625.0,0.110416452,0.889583548,0.879746912,0.120253088
3800.0,1725.0,0.0982533573,0.901746643,0.892911532,0.107088468
3800.0,1825.0,0.0869862522,0.913013748,0.905136803,0.0948631972
3800.0,1925.0,0.0765879742,0.923412026,0.916445385,0.083554615
3800.0,2025.0,0.0670287245,0.932971276,0.926863536,0.0731364639
3800.0,2125.0,0.0582766757,0.941723324,0.936420488,0.0635795121
3800.0,2225.0,0.0502984935,0.949701506,0.94514784,0.0548521598
3800.0,2325.0,0.0430597947,0.956940205,0.953078976,0.0469210242
3800.0,2425.0,0.0365256072,0.963474393,0.960248583,0.0397514165
3900.0,25.0,0.428815755,0.571184245,0.546798747,0.453201253
3900.0,125.0,0.404011965,0.595988035,0.571979113,0.428020887
3900.0,225.0,0.379528078,0.620471922,0.596923668,0.403076332
3900.0,325.0,0.355574763,0.644425237,0.621450653,0.378549347
3900.0,425.0,0.332227081,0.667772919,0.645475436,0.354524564
3900.0,525.0,0.309552476,0.690447524,0.668919956,0.331080044
3900.0,625.0,0.287610299,0.712389701,0.691713373,0.308286627
3900.0,725.0,0.266451562,0.733548438,0.713792573,0.286207427
3900.0,825.0,0.24611886,0.75388114,0.735102529,0.264897471
3900.0,925.0,0.226646538,0.773353462,0.755596538,0.244403462
3900.0,1025.0,0.208060844,0.791939156,0.775236196,0.224763804
3900.0,1125.0,0.190380228,0.809619772,0.793991238,0.206008762
3900.0,1225.0,0.173615897,0.826384103,0.811839379,0.188160621
3900.0,1325.0,0.157772206,0.842227794,0.828765853,0.171234147
3900.0,1425.0,0.142847295,0.857152705,0.84476301,0.15523699
3900.0,1525.0,0.128833659,0.871166341,0.859829768,0.140170232
3900.0,1625.0,0.115718784,0.884281216,0.873971042,0.126028958
3900.0,1725.0,0.103485767,0.896514233,0.887197145,0.112802855
3900.0,1825.0,0.0921139476,0.907886052,0.899523171,0.100476829
3900.0,1925.0,0.0815794523,0.918420548,0.91096833,0.0890316698
3900.0,2025.0,0.0718558246,0.928144175,0.921555412,0.0784445884
3900.0,2125.0,0.0629144956,0.937085504,0.931310142,0.0686898577
3900.0,2225.0,0.0547253002,0.9452747,0.940260655,0.0597393448
3900.0,2325.0,0.0472569157,0.952743084,0.94843698,0.0515630197
3900.0,2425.0,0.0404772506,0.959522749,0.955870558,0.0441294416
