ptl1,ptl2,ptb1,ptb2,mll,mbb,mllbb,mR,mTR,MET,THT
1828.65,914.84,2391.34,215.47,86.4715,3164.21,8582.34,8814.31,2659.01,2014.67,2606.81
903.4,763.64,93.05,72.79,91.8989,111.244,2002.7,2645.41,1717.25,1676.02,239.96
1109.88,161.36,1008.21,47.22,91.8157,124.699,1948.45,2336.29,1530.38,1298.65,1055.43
1534.58,1081.68,693.24,101.28,90.6184,126.811,2778.34,4024.06,2983.74,2821.48,1213.4
1295.03,1093.98,385.26,72.87,93.3175,121.961,4968.67,5690.7,2409.46,2077.32,1373.77
1473.34,326.85,418.68,31.43,88.7695,105.142,1928.55,2870.22,2328.39,2528.3,1235.5
356.01,139.13,1537.73,95.9,90.8642,280.684,2496.76,3068.81,1990.07,2036.48,2511.23
1069.8,551.91,708.9,57.78,92.4214,121.017,2145.26,2545.93,1622.49,1401.58,806.78
674.99,543.34,813.88,90.16,82.613,2235.07,3258.72,3851.05,1548.88,1194.18,1977.9
937.78,934.43,295.4,34.24,91.708,102.283,2451.89,3165.51,2065.38,2037.29,364.56
1030.45,527.78,1911,354.87,80.3994,1186.13,6416.94,6446.07,968.209,440.48,2661.75
1310.13,1214.82,352.1,77.54,92.0978,89.6852,3062.98,4158.52,2843.69,2807.87,462.61
866.4,669.05,1856.44,219.76,94.1448,1173.68,4311.37,4409.99,682.628,260.33,2944.3
500.42,46.54,1172.33,105.68,92.6057,227.675,1684.94,2463.87,1837.95,1890.8,1945.22
2193.64,512.24,1576.98,77.03,83.5359,2684,5897.88,6357.01,2855.7,2438.45,1654.01
616.13,68.86,1329.31,90.5,87.3289,201.226,1250.8,2315.03,2003.65,1984.51,1514.93
608.38,386.49,1503,70.62,88.8471,702.632,2514.05,3337.47,2213.38,2116.7,1698.06
781.1,295.53,780.73,61.93,92.0895,120.183,1400.37,2279.5,1855.81,1856.77,914.31
1750.97,1675.62,340.25,112.36,90.26,124.035,2664.05,4114.3,3611.17,3734.05,1170.48
291.36,282.96,1452.44,50.99,88.576,203.602,4706.71,5033.79,2049.81,2209.28,2496.94
1100.64,281.95,768.7,65.42,91.4978,117.842,2023.75,2458.29,1576.42,1376.44,834.12
