ptl1,ptl2,ptb1,ptb2,mll,mbb,mllbb,mR,mTR,MET,THT
350.31,228.61,264.75,122.24,96.0128,119.975,356.877,997.705,962.839,982.93,502.19
1101.52,159.34,674.84,36.06,89.8812,112.103,1742.8,2078.48,1324.05,1131.76,710.9
457.73,209.58,350.17,162.15,89.4865,120.021,738.353,1204.97,1058.69,1072.53,772.05
344.6,143.09,368.66,86.61,83.6831,119.33,662.287,1125.37,1015.09,1122.17,677.11
406.57,47.38,269.22,76.37,91.8091,110.664,855.699,874.131,333.565,231.26,380.09
505.94,73.34,427.7,54.32,91.2713,119.514,1075.58,1092.78,414.129,279.38,632.21
302.9,121.57,598.93,41.08,91.2128,119.501,1502.47,1830.66,1092.89,1137.64,772.89
348.4,290.26,352.39,100.8,90.4714,123.223,601.984,1132.46,1008.83,1002.39,577.15
206.23,115.2,383.91,60.64,93.507,118.965,849.607,1047.36,652.266,621.26,476.44
268.97,160.75,322.21,195.44,89.8871,111.865,1177.73,1200.7,355.342,215.67,517.65
562.96,302.23,103.82,35.6,92.4042,36.542,754.344,1177.87,913.545,882.91,376.73
135.65,112.13,373.62,51.37,90.5969,90.3141,649.369,839.755,556.679,518.67,455.88
652.7,587.92,1010.59,64.31,91.4983,122.457,2365.18,2510.54,1134.47,817.46,1120.49
716.61,397.2,295.48,73.88,90.728,122.249,1368.7,1611.93,807.235,639.01,1081.11
467.89,440.83,401.19,30.19,87.789,386.125,1249.54,1482.34,909.987,797.12,468.76
491.04,85.31,297.88,77,91.5912,120.089,868.31,1019.7,446.582,308.35,877.98
438.94,154.98,175.55,88.39,92.8171,95.432,958.798,1025.16,507.291,422.8,263.94
184.59,67.32,784.95,43.59,91.6231,123.835,870.411,1273.75,843.737,843.57,1989.02
950.57,39.59,666.54,75.05,89.8661,120.199,1537.38,1742.59,1087.16,928.43,1213.35
431.28,184.89,200.3,59.35,94.4413,116.985,833.876,983.812,590.785,505.51,333.51
274.78,180.57,311.55,86.54,91.8696,109.672,892.035,894.442,69.3831,10.88,438.41
385.21,102.48,138.13,93.31,90.1649,82.2117,521.687,763.621,424.337,310.67,606.91
401.28,160.07,251.39,98.85,67.7582,112.916,687.6,966.889,703.257,629.1,428.61
326.58,233.03,496.37,119.18,91.9239,122.456,1219.7,1221.08,211.721,77.11,711.65
443.36,418.21,170.18,148.25,83.7126,73.1443,671.719,1192.07,270.916,131.16,1897.13
157.61,33.99,253.94,56.56,89.292,102.982,888.77,981.322,644.32,942.45,774.25
447.4,325.16,247.13,188.91,93.1421,125.802,1336.49,1719.15,1111.49,1079.26,436.04
777.74,146.93,310.21,101.88,88.7588,110.567,1157.87,1532.26,1085.49,1014.08,412.09
298.3,100.42,631.55,167.62,88.9285,217.906,930.147,1220.23,926.457,874.28,829.8
215.97,212.59,208.22,172.87,77.9186,93.8999,704.168,867.037,563.528,488.19,381.09
343.44,331.46,190.21,45.88,83.5774,114.326,882.915,993.421,767.899,942.52,1145.99
309.43,79.64,168.67,79.32,90.8985,124.728,480.326,729.798,577.001,562.14,247.99
