ptl1,ptl2,ptb1,ptb2,mll,mbb,mllbb,mR,mTR,MET,THT
1357.33,1059.03,352.08,57.48,90.2289,611.881,1599.67,3165.5,2697.37,2646.47,1040.2
939.29,843.05,442.04,48.65,92.4191,75.2649,1224.03,2282.82,2059.48,2022.19,596.35
522.66,349.72,2328.72,1089.94,93.0033,2392,3130.55,4969.66,4008.98,4137.73,3951.09
950.23,367.92,221.28,122.56,54.2421,113.532,1932.99,2374.08,1589.06,1663.63,807.23
1377.79,27.68,2673.12,53.28,44.6329,574.922,3913.41,4171.12,1685.07,1190.8,2996.56
593.91,350.08,897.66,54.26,91.8288,106.264,2666.8,2990.83,1672.49,1740.2,1459.29
722.88,365.24,689.54,65.91,90.2017,111.808,883.773,1854.79,1652.29,1574.46,1063.97
1675.07,114.92,1285.21,33.67,91.7946,121.647,4139.91,5171.1,2735.46,2415.65,2005.32
1260.99,1069.15,320.49,168.27,106.937,119.646,1972.84,2983.3,2556.15,2716.49,2158.28
787.76,612.12,116.09,62.59,86.9671,178.018,1794.79,2277.81,1652.47,1889.17,1076.92
881.06,435.32,781.72,146.55,91.3036,720.209,2565.74,2755.18,1314.52,1090.31,1003.2
1030.57,19.12,1308.19,40.22,92.9663,130.564,4319.11,4553.77,1700.17,1506.77,1416.59
989.33,939,1903.9,102.19,92.1273,3256.13,5534.47,5794.13,2218.73,1753.42,2006.09
359.69,343.19,54.78,31.33,71.9161,97.8395,1714.67,1864.19,891.446,1077.81,231.83
1440.9,494.55,987.55,107.81,88.5339,200.043,2340.31,3164.07,2326.18,2098.35,1131.93
448.43,71.43,2078.38,60.92,91.7731,370.962,2390.13,3125.01,2182.49,2040.65,2179.2
969.58,413.34,758.14,42.84,92.4629,86.7446,3208.08,3404.39,1359.98,1114.52,800.98
945.99,510.36,449.83,76.53,91.1784,128.595,1704.87,2002.19,1201.08,957.96,584.77
832.41,711.22,174.52,133.04,91.7783,124.894,1166.54,1877.21,1562.5,1480.47,307.56
618.86,147.53,481.68,118.34,89.5291,121.058,1128.93,1714.36,1309.08,1292.68,600.02
1636.78,1489.28,377.93,114.08,87.5661,105.164,4818.81,5696.16,3146.63,2979.61,575.02
1656.93,394.28,1271.84,34.33,126.389,113.388,3238.13,3614.92,1999.79,1611.82,1306.17
552.09,184.32,591.59,51.21,90.2619,106.656,1012.12,1700,1369.71,1367.14,679.32
1370.61,733.97,1242.37,268.79,92.3866,2052.38,5969.79,6006.41,1415.01,936.8,1750.99
2435.37,430.12,3908.86,94.04,91.3411,382.39,7468.17,7945.85,3672.99,2818.66,4134.68
1246.2,620.73,270.04,110.97,92.2588,99.3634,1515.38,2409.74,1942.5,1837.06,555.18
2242.82,1307.23,333.31,68.8,95.961,93.3175,1138.34,4044.89,3909.07,3914.08,937.55
2056.82,807.11,1754.34,59.76,93.2109,700.872,4591.96,5569.22,3477.2,3108.7,1922.17
1302.83,340.82,827.72,68.84,91.9337,122.887,1281.6,2690.33,2408.79,2370.02,1174.29
1213.65,483.26,331.55,127.01,91.3538,123.757,1079.14,2162.79,2178.98,2370.57,810.09
1558.14,1394.62,434.37,68.82,96.0155,111.516,3448.64,4434.28,3114.11,3111.21,880.36
992.2,990.62,1201.1,276.52,92.8475,870.73,2052.02,3693.75,2154.65,1553.58,4652.86
687.83,514.76,1185.72,39.01,85.3998,119.911,3017.48,3083.95,963.221,607.5,1258.61
944.15,922.75,237.15,107.86,90.9833,96.2284,2021.76,2545.88,1721.78,1580.18,436.58
444.8,214.9,1272.82,77.48,90.0879,174.816,1569.23,2189.33,1674.39,1593.14,1350.3
1536.58,1112.92,199.49,35.98,82.0934,726.351,1975.6,3425.85,2926.43,3025.43,582.25
1372.77,823.19,840.6,44.06,87.3599,114.623,1878.37,3155.13,2671.87,2544.55,884.66
2248.41,478.66,710.33,65.84,91.3803,115.638,2221.93,4131.34,3470.45,3451.29,776.17
1030.15,606.29,179.62,167.29,90.4815,87.3079,3238.34,3560.09,1355.54,1067.6,1028.39
